Sl. No.,Journal name,2022 JIF
631,ENVIRONMENTAL POLLUTION,8.9
632,Geoscience Frontiers,8.9
633,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,8.9
634,Global Food Security-Agriculture Policy Economics and Environment,8.9
635,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,8.9
636,Journal of Cachexia Sarcopenia and Muscle,8.9
637,JOURNAL OF HEART AND LUNG TRANSPLANTATION,8.9
638,MAYO CLINIC PROCEEDINGS,8.9
639,Obesity Reviews,8.9
640,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,8.9
641,Radiologia Medica,8.9
642,ADVANCED ENGINEERING INFORMATICS,8.8
643,AMERICAN JOURNAL OF TRANSPLANTATION,8.8
644,ANESTHESIOLOGY,8.8
645,BRITISH JOURNAL OF CANCER,8.8
646,Cell Reports,8.8
647,Chemosphere,8.8
648,CRITICAL CARE MEDICINE,8.8
649,Current Obesity Reports,8.8
650,ECOLOGY LETTERS,8.8
651,Food Chemistry,8.8
652,GENETICS IN MEDICINE,8.8
653,IEEE Transactions on Sustainable Energy,8.8
654,JOURNAL OF CLINICAL VIROLOGY,8.8
655,Journal of Pharmaceutical Analysis,8.8
656,KNOWLEDGE-BASED SYSTEMS,8.8
657,Molecular Therapy-Nucleic Acids,8.8
658,Neurology-Neuroimmunology & Neuroinflammation,8.8
659,RARE METALS,8.8
660,Science China-Information Sciences,8.8
661,Annual Review of Genomics and Human Genetics,8.7
662,APPLIED SOFT COMPUTING,8.7
663,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,8.7
664,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,8.7
665,COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,8.7
666,ENGINEERING WITH COMPUTERS,8.7
667,Horticulture Research,8.7
668,IEEE Transactions on Systems Man Cybernetics-Systems,8.7
669,IMMUNOLOGICAL REVIEWS,8.7
670,International Journal of Behavioral Nutrition and Physical Activity,8.7
671,Journal of Environmental Management,8.7
672,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,8.7
673,npj Parkinsons Disease,8.7
674,Renewable Energy,8.7
675,World Journal of Pediatrics,8.7
676,Cell Chemical Biology,8.6
677,CHEMISTRY OF MATERIALS,8.6
678,CLINICAL IMMUNOLOGY,8.6
679,IEEE Transactions on Cognitive Communications and Networking,8.6
680,INFORMATION PROCESSING & MANAGEMENT,8.6
681,Journal of Cheminformatics,8.6
682,MOVEMENT DISORDERS,8.6
683,PHYSICAL REVIEW LETTERS,8.6
684,SEPARATION AND PURIFICATION TECHNOLOGY,8.6
685,Topics in Current Chemistry,8.6
686,Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,8.6
687,CELL PROLIFERATION,8.5
688,Conservation Letters,8.5
689,Current Opinion in Electrochemistry,8.5
690,EXPERT SYSTEMS WITH APPLICATIONS,8.5
691,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,8.5
692,JMIR Public Health and Surveillance,8.5
693,ACS Sustainable Chemistry & Engineering,8.4
694,AGU Advances,8.4
695,Annual Review of Chemical and Biomolecular Engineering,8.4
696,Cell Communication and Signaling,8.4
697,Chemical Science,8.4
698,ChemSusChem,8.4
699,Circulation-Arrhythmia and Electrophysiology,8.4
700,Cochrane Database of Systematic Reviews,8.4
701,EUROPEAN JOURNAL OF CANCER,8.4
702,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,8.4
703,International Journal of Bioprinting,8.4
704,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,8.4
705,MATERIALS & DESIGN,8.4
706,MECHANICAL SYSTEMS AND SIGNAL PROCESSING,8.4
707,METABOLIC ENGINEERING,8.4
708,PHYSIOLOGY,8.4
709,SENSORS AND ACTUATORS B-CHEMICAL,8.4
710,ULTRASONICS SONOCHEMISTRY,8.4
711,Annals of the American Thoracic Society,8.3
712,Applied Materials Today,8.3
713,CELLULAR & MOLECULAR BIOLOGY LETTERS,8.3
714,COMPUTERS AND ELECTRONICS IN AGRICULTURE,8.3
715,CORROSION SCIENCE,8.3
716,Dialogues in Clinical Neuroscience,8.3
717,ENVIRONMENTAL RESEARCH,8.3
718,European Journal of Preventive Cardiology,8.3
719,Human Reproduction Open,8.3
720,HYPERTENSION,8.3
721,IEEE TRANSACTIONS ON COMMUNICATIONS,8.3
722,JHEP Reports,8.3
723,Journal of Field Robotics,8.3
724,JOURNAL OF INTELLIGENT MANUFACTURING,8.3
725,Materials Research Letters,8.3
726,PRODUCTION PLANNING & CONTROL,8.3
727,RADIOCARBON,8.3
728,STROKE,8.3
729,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,8.3
730,ACTA PHARMACOLOGICA SINICA,8.2
731,Developments in the Built Environment,8.2
732,DIABETOLOGIA,8.2
733,Earths Future,8.2
734,Energy Strategy Reviews,8.2
735,European Urology Oncology,8.2
736,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,8.2
737,IEEE Transactions on Intelligent Vehicles,8.2
738,International Journal of Biological Macromolecules,8.2
739,Journal of Stroke,8.2
740,Journal of Tissue Engineering,8.2
741,Materials Today Bio,8.2
742,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,8.2
743,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,8.2
744,Wiley Interdisciplinary Reviews-Water,8.2
745,Annals of Intensive Care,8.1
746,BMJ Global Health,8.1
747,Epidemiology and Psychiatric Sciences,8.1
748,FOOD RESEARCH INTERNATIONAL,8.1
749,Frontiers of Medicine,8.1
750,IEEE Transactions on Services Computing,8.1
751,IEEE Vehicular Technology Magazine,8.1
752,Infectious Diseases of Poverty,8.1
753,Inflammation and Regeneration,8.1
754,INFORMATION SCIENCES,8.1
755,INTERNATIONAL JOURNAL OF NURSING STUDIES,8.1
756,JAMA Ophthalmology,8.1
757,Journal of Big Data,8.1
758,Molecular Metabolism,8.1
759,RELIABILITY ENGINEERING & SYSTEM SAFETY,8.1
760,Science China-Materials,8.1
761,Waste Management,8.1
762,Annual Review of Analytical Chemistry,8
763,ARCHIVOS DE BRONCONEUMOLOGIA,8
764,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,8
765,CELLULAR AND MOLECULAR LIFE SCIENCES,8
766,Composites Communications,8
767,DIABETES-METABOLISM RESEARCH AND REVIEWS,8
768,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,8
769,European Journal of Internal Medicine,8
770,Food Packaging and Shelf Life,8
771,Hepatobiliary Surgery and Nutrition,8
772,HLA,8
773,International Journal of Mental Health and Addiction,8
774,International Journal of Nanomedicine,8
775,International Journal of Neural Systems,8
776,JCI Insight,8
777,Journal of Crohns & Colitis,8
778,Journal of Science-Advanced Materials and Devices,8
779,Mucosal Immunology,8
780,ONCOGENE,8
781,PATTERN RECOGNITION,8
782,PEDIATRICS,8
783,PROTEIN SCIENCE,8
784,Sustainable Energy Technologies and Assessments,8
785,Weather and Climate Extremes,8
786,World Journal of Emergency Surgery,8
787,Annual Review of Statistics and Its Application,7.9
788,Astrophysical Journal Letters,7.9
789,Bio-Design and Manufacturing,7.9
790,Biology of Sex Differences,7.9
791,Business & Information Systems Engineering,7.9
792,Communications Earth & Environment,7.9
793,Computers & Industrial Engineering,7.9
794,Current Environmental Health Reports,7.9
795,Digital Communications and Networks,7.9
796,Environmental Microbiome,7.9
797,Facta Universitatis-Series Mechanical Engineering,7.9
798,IEEE TRANSACTIONS ON MOBILE COMPUTING,7.9
799,Immunity & Ageing,7.9
800,Materials Science & Engineering C-Materials for Biological Applications,7.9
801,Microsystems & Nanoengineering,7.9
802,npj Precision Oncology,7.9
803,Photoacoustics,7.9
804,PHYTOMEDICINE,7.9
805,Soft Robotics,7.9
806,Solar RRL,7.9
807,Wiley Interdisciplinary Reviews-Systems Biology and Medicine,7.9
808,AGING CELL,7.8
809,CHAOS SOLITONS & FRACTALS,7.8
810,CURRENT OPINION IN CHEMICAL BIOLOGY,7.8
811,EUROPEAN PSYCHIATRY,7.8
812,IEEE Transactions on Robotics,7.8
813,JAMA Otolaryngology-Head & Neck Surgery,7.8
814,Journal of Behavioral Addictions,7.8
815,JOURNAL OF CELL BIOLOGY,7.8
816,JOURNAL OF OPERATIONS MANAGEMENT,7.8
817,Limnology and Oceanography Letters,7.8
818,Materials Today Sustainability,7.8
819,NETWORK-COMPUTATION IN NEURAL SYSTEMS,7.8
820,NEURAL NETWORKS,7.8
821,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,7.8
822,SEMINARS IN IMMUNOLOGY,7.8
823,Translational Research,7.8
824,Vaccines,7.8
825,Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,7.8
826,Annual Review of Cancer Biology,7.7
827,ARCHIVES OF MEDICAL RESEARCH,7.7
828,Brain Stimulation,7.7
829,COMPUTERS IN BIOLOGY AND MEDICINE,7.7
830,CURRENT OPINION IN BIOTECHNOLOGY,7.7
831,Deutsches Arzteblatt International,7.7
832,DIABETES,7.7
833,eLife,7.7
834,EMBO REPORTS,7.7
835,GASTROINTESTINAL ENDOSCOPY,7.7
836,IEEE Journal of Biomedical and Health Informatics,7.7
837,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,7.7
838,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,7.7
839,Journal of CO2 Utilization,7.7
840,Journal of Environmental Chemical Engineering,7.7
841,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7.7
842,Molecular Ecology Resources,7.7
843,PHYTOCHEMISTRY REVIEWS,7.7
844,RUSSIAN CHEMICAL REVIEWS,7.7
845,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,7.6
846,ANTIVIRAL RESEARCH,7.6
847,Ecosystem Services,7.6
848,Journal of Adolescent Health,7.6
849,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,7.6
850,JOURNAL OF DENTAL RESEARCH,7.6
851,Journal of Manufacturing Technology Management,7.6
852,Journal of the American Medical Directors Association,7.6
853,NEUROPSYCHOPHARMACOLOGY,7.6
854,npj Quantum Information,7.6
855,Photonics Research,7.6
856,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,7.6
857,Artificial Intelligence in Medicine,7.5
858,BIOMEDICINE & PHARMACOTHERAPY,7.5
859,Blood Advances,7.5
860,Cell and Bioscience,7.5
861,Circulation-Cardiovascular Imaging,7.5
862,CURRENT OPINION IN CELL BIOLOGY,7.5
863,DECISION SUPPORT SYSTEMS,7.5
864,European Respiratory Review,7.5
865,Frontiers of Physics,7.5
866,FUEL PROCESSING TECHNOLOGY,7.5
867,Future Generation Computer Systems-The International Journal of eScience,7.5
868,IEEE Journal of Selected Topics in Signal Processing,7.5
869,INFECTION,7.5
870,International Journal of Applied Earth Observation and Geoinformation,7.5
871,MACHINE LEARNING,7.5
872,MODERN PATHOLOGY,7.5
873,Nanophotonics,7.5
874,Petroleum Exploration and Development,7.5
875,Stem Cell Research & Therapy,7.5
876,THROMBOSIS RESEARCH,7.5
877,Water Research X,7.5
878,ACADEMIC MEDICINE,7.4
879,Advanced Intelligent Systems,7.4
880,Advances in Climate Change Research,7.4
881,Aging and Disease,7.4
882,ANALYTICAL CHEMISTRY,7.4
883,BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,7.4
884,Bioengineering & Translational Medicine,7.4
885,BLOOD REVIEWS,7.4
886,BREAST CANCER RESEARCH,7.4
887,BUILDING AND ENVIRONMENT,7.4
888,Circulation-Genomic and Precision Medicine,7.4
889,Construction and Building Materials,7.4
890,DEPRESSION AND ANXIETY,7.4
891,DRUG DISCOVERY TODAY,7.4
892,ENGINEERING GEOLOGY,7.4
893,FREE RADICAL BIOLOGY AND MEDICINE,7.4
894,FRONTIERS IN NEUROENDOCRINOLOGY,7.4
895,Fuel,7.4
896,Gastric Cancer,7.4
897,IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,7.4
898,JOURNAL OF HEADACHE AND PAIN,7.4
899,JOURNAL OF MANAGEMENT IN ENGINEERING,7.4
900,JOURNAL OF MEDICAL INTERNET RESEARCH,7.4
901,JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,7.4
902,Journal of Translational Medicine,7.4
903,MINDS AND MACHINES,7.4
904,Nanotechnology Reviews,7.4
905,PAIN,7.4
906,PLANT PHYSIOLOGY,7.4
907,Agronomy for Sustainable Development,7.3
908,AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,7.3
909,Anatomical Sciences Education,7.3
910,BRITISH JOURNAL OF PHARMACOLOGY,7.3
911,COMPREHENSIVE PSYCHIATRY,7.3
912,Current Pollution Reports,7.3
913,Earth System Dynamics,7.3
914,Environmental Science-Nano,7.3
915,ESMO Open,7.3
916,EXERCISE IMMUNOLOGY REVIEW,7.3
917,Fluids and Barriers of the CNS,7.3
918,Frontiers in Immunology,7.3
919,IEEE Transactions on Dependable and Secure Computing,7.3
920,IEEE TRANSACTIONS ON MULTIMEDIA,7.3
921,INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,7.3
922,ISA TRANSACTIONS,7.3
923,JOURNAL OF CATALYSIS,7.3
924,Journal of Epidemiology and Global Health,7.3
925,Journal of Evidence Based Medicine,7.3
926,JOURNAL OF MEDICINAL CHEMISTRY,7.3
927,JOURNAL OF PATHOLOGY,7.3
928,Journal of Rock Mechanics and Geotechnical Engineering,7.3
929,Materials Today Chemistry,7.3
930,MIS QUARTERLY,7.3
931,PLANT CELL AND ENVIRONMENT,7.3
932,Science Signaling,7.3
933,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,7.3
934,Wiley Interdisciplinary Reviews-RNA,7.3
935,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,7.2
936,APOPTOSIS,7.2
937,Cellular and Molecular Gastroenterology and Hepatology,7.2
938,Cold Spring Harbor Perspectives in Biology,7.2
939,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,7.2
940,Current Opinion in Environmental Sustainability,7.2
941,DIABETES & METABOLISM,7.2
942,Environmental Innovation and Societal Transitions,7.2
943,IEEE Transactions on Big Data,7.2
944,Implementation Science,7.2
945,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.2
946,INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,7.2
947,JOURNAL OF CLINICAL EPIDEMIOLOGY,7.2
948,Journal of Global Health,7.2
949,JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,7.2
950,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,7.2
951,npj Regenerative Medicine,7.2
952,OBSTETRICS AND GYNECOLOGY,7.2
953,OncoImmunology,7.2
954,PHYTOTHERAPY RESEARCH,7.2
955,PLANT JOURNAL,7.2
956,RHINOLOGY,7.2
957,Acta Neuropathologica Communications,7.1
958,Advanced Sustainable Systems,7.1
959,AMERICAN JOURNAL OF CLINICAL NUTRITION,7.1
960,CSEE Journal of Power and Energy Systems,7.1
961,Environmental Technology & Innovation,7.1
962,European Heart Journal-Cardiovascular Pharmacotherapy,7.1
963,Journal of Intensive Care,7.1
964,Journal of Ocean Engineering and Science,7.1
965,Lancet Regional Health-Western Pacific,7.1
966,MEAT SCIENCE,7.1
967,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,7.1
968,ACS Photonics,7
969,Antioxidants,7
970,Cell Death Discovery,7
971,CURRENT OPINION IN IMMUNOLOGY,7
972,ECOLOGICAL ECONOMICS,7
973,Food Science and Human Wellness,7
974,GENERAL HOSPITAL PSYCHIATRY,7
975,GENOME RESEARCH,7
976,IEEE Transactions on Transportation Electrification,7
977,Innovation in Aging,7
978,Inorganic Chemistry Frontiers,7
979,INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,7
980,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,7
981,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,7
982,INTERNATIONAL PSYCHOGERIATRICS,7
983,JACC-Clinical Electrophysiology,7
984,Journal of Animal Science and Biotechnology,7
985,Journal of Environmental Informatics,7
986,Journal of Materials Chemistry B,7
987,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,7
988,Journal of Water Process Engineering,7
989,Materials Chemistry Frontiers,7
990,MOLECULAR & CELLULAR PROTEOMICS,7
991,Osteoarthritis and Cartilage,7
992,POSTHARVEST BIOLOGY AND TECHNOLOGY,7
993,PROCEEDINGS OF THE NUTRITION SOCIETY,7
994,Circulation-Cardiovascular Quality and Outcomes,6.9
995,Computational Visual Media,6.9
996,CRITICAL REVIEWS IN PLANT SCIENCES,6.9
997,CURRENT OPINION IN PSYCHIATRY,6.9
998,Ecological Indicators,6.9
999,ENTOMOLOGIA GENERALIS,6.9
1000,IEEE Circuits and Systems Magazine,6.9
1001,JOURNAL OF COMPUTING IN CIVIL ENGINEERING,6.9
1002,Journal of Environmental Sciences,6.9
1003,JOURNAL OF EXPERIMENTAL BOTANY,6.9
1004,Journal of Hospital Infection,6.9
1005,Journal of King Saud University-Computer and Information Sciences,6.9
1006,Journal of Physics-Energy,6.9
1007,LAB ANIMAL,6.9
1008,MATRIX BIOLOGY,6.9
1009,Obesity,6.9
1010,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,6.9
1011,PSYCHOLOGICAL MEDICINE,6.9
1012,RESPIROLOGY,6.9
1013,SOLAR ENERGY MATERIALS AND SOLAR CELLS,6.9
1014,Translational Stroke Research,6.9
1015,TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,6.9
1016,Advanced Materials Technologies,6.8
1017,Alexandria Engineering Journal,6.8
1018,ALLERGOLOGY INTERNATIONAL,6.8
1019,BIODRUGS,6.8
1020,Case Studies in Thermal Engineering,6.8
1021,CLINICAL CHEMISTRY AND LABORATORY MEDICINE,6.8
1022,CURRENT OPINION IN STRUCTURAL BIOLOGY,6.8
1023,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,6.8
1024,EVOLUTIONARY COMPUTATION,6.8
1025,Friction,6.8
1026,Genes & Diseases,6.8
1027,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,6.8
1028,IEEE Transactions on Information Forensics and Security,6.8
1029,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,6.8
1030,Journal of Advances in Modeling Earth Systems,6.8
1031,Machine Learning-Science and Technology,6.8
1032,Soil,6.8
1033,Translational Psychiatry,6.8
1034,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,6.8
1035,ACTA PSYCHIATRICA SCANDINAVICA,6.7
1036,ADVANCES IN ANATOMIC PATHOLOGY,6.7
1037,AGE AND AGEING,6.7
1038,Agricultural Water Management,6.7
1039,APPLIED SURFACE SCIENCE,6.7
1040,ARCHIVES OF PHARMACAL RESEARCH,6.7
1041,BIOLOGICAL RESEARCH,6.7
1042,BRITISH MEDICAL BULLETIN,6.7
1043,CLINICAL PHARMACOLOGY & THERAPEUTICS,6.7
1044,Current Psychiatry Reports,6.7
1045,ENERGY AND BUILDINGS,6.7
1046,Environmental Research Letters,6.7
1047,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,6.7
1048,Exposure and Health,6.7
1049,FERTILITY AND STERILITY,6.7
1050,FISH AND FISHERIES,6.7
1051,Food Security,6.7
1052,GIScience & Remote Sensing,6.7
1053,IEEE TRANSACTIONS ON POWER ELECTRONICS,6.7
1054,INFLAMMATION RESEARCH,6.7
1055,International Journal of STEM Education,6.7
1056,International Journal of Stroke,6.7
1057,INVESTIGATIVE RADIOLOGY,6.7
1058,Journal of Clinical Anesthesia,6.7
1059,JOURNAL OF CLINICAL PERIODONTOLOGY,6.7
1060,Journal of Infection and Public Health,6.7
1061,Landslides,6.7
1062,LIVER INTERNATIONAL,6.7
1063,MICROBIOLOGICAL RESEARCH,6.7
1064,Nanoscale,6.7
1065,PLoS Pathogens,6.7
1066,Progress in Electromagnetics Research-PIER,6.7
1067,PROGRESS IN NEUROBIOLOGY,6.7
1068,PROGRESS IN PHOTOVOLTAICS,6.7
1069,Quantum Science and Technology,6.7
1070,Regenerative Biomaterials,6.7
1071,Solar Energy,6.7
1072,THROMBOSIS AND HAEMOSTASIS,6.7
1073,Vehicular Communications,6.7
1074,AGRICULTURAL SYSTEMS,6.6
1075,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,6.6
1076,ANTIOXIDANTS & REDOX SIGNALING,6.6
1077,Biomaterials Science,6.6
1078,CELLULAR ONCOLOGY,6.6
1079,Chemical and Biological Technologies in Agriculture,6.6
1080,CHEMICAL RECORD,6.6
1081,Crop Journal,6.6
1082,Current Opinion in Chemical Engineering,6.6
1083,ELECTROCHIMICA ACTA,6.6
1084,EUROPEAN JOURNAL OF CELL BIOLOGY,6.6
1085,Expert Opinion on Drug Delivery,6.6
1086,EXPERT OPINION ON THERAPEUTIC PATENTS,6.6
1087,Food Engineering Reviews,6.6
1088,Green Chemistry Letters and Reviews,6.6
1089,HARMFUL ALGAE,6.6
1090,HemaSphere,6.6
1091,Hepatology International,6.6
1092,Human-centric Computing and Information Sciences,6.6
1093,IEEE Transactions on Network Science and Engineering,6.6
1094,IEEE TRANSACTIONS ON POWER SYSTEMS,6.6
1095,Innovative Food Science & Emerging Technologies,6.6
1096,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,6.6
1097,Japanese Dental Science Review,6.6
1098,JOURNAL OF AFFECTIVE DISORDERS,6.6
1099,JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,6.6
1100,Journal of Orthopaedic Translation,6.6
1101,JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,6.6
1102,JOURNAL OF UROLOGY,6.6
1103,MASS SPECTROMETRY REVIEWS,6.6
1104,Methods in Ecology and Evolution,6.6
1105,MILBANK QUARTERLY,6.6
1106,Molecular Oncology,6.6
1107,PROGRESS IN ORGANIC COATINGS,6.6
1108,SCHIZOPHRENIA BULLETIN,6.6
1109,STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,6.6
1110,THYROID,6.6
1111,TSINGHUA SCIENCE AND TECHNOLOGY,6.6
1112,AMBIO,6.5
1113,ASTRONOMY & ASTROPHYSICS,6.5
1114,BIOLOGY AND FERTILITY OF SOILS,6.5
1115,BRITISH JOURNAL OF HAEMATOLOGY,6.5
1116,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,6.5
1117,CRITICAL REVIEWS IN MICROBIOLOGY,6.5
1118,EPMA Journal,6.5
1119,FOOD POLICY,6.5
1120,IEEE Transactions on Cloud Computing,6.5
1121,INTEGRATED COMPUTER-AIDED ENGINEERING,6.5
1122,JOURNAL OF INVESTIGATIVE DERMATOLOGY,6.5
1123,JOURNAL OF LIPID RESEARCH,6.5
1124,Journal of Organizational and End User Computing,6.5
1125,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,6.5
1126,Plant Phenomics,6.5
1127,PLANT PHYSIOLOGY AND BIOCHEMISTRY,6.5
1128,QUARTERLY REVIEW OF BIOLOGY,6.5
1129,RESUSCITATION,6.5
1130,SOIL & TILLAGE RESEARCH,6.5
1131,Systematic Biology,6.5
1132,ACS Applied Energy Materials,6.4
1133,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,6.4
1134,APPLIED THERMAL ENGINEERING,6.4
1135,AUTOMATICA,6.4
1136,Biocybernetics and Biomedical Engineering,6.4
1137,BIOLOGICAL PROCEDURES ONLINE,6.4
1138,BRAIN PATHOLOGY,6.4
1139,CANCER GENE THERAPY,6.4
1140,Essays in Biochemistry,6.4
1141,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,6.4
1142,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6.4
1143,Frontiers of Environmental Science & Engineering,6.4
1144,GLOBAL ECOLOGY AND BIOGEOGRAPHY,6.4
1145,HISTOPATHOLOGY,6.4
1146,IEEE INTELLIGENT SYSTEMS,6.4
1147,IEEE-ASME TRANSACTIONS ON MECHATRONICS,6.4
1148,IMMUNOLOGY,6.4
1149,International Forum of Allergy & Rhinology,6.4
1150,INTERNATIONAL JOURNAL OF CANCER,6.4
1151,International Soil and Water Conservation Research,6.4
1152,Journal of Building Engineering,6.4
1153,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,6.4
1154,Journal of Cosmology and Astroparticle Physics,6.4
1155,Journal of Hydrology,6.4
1156,JOURNAL OF INFECTIOUS DISEASES,6.4
1157,Journal of Materials Chemistry C,6.4
1158,Journal of Materials Research and Technology-JMR&T,6.4
1159,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,6.4
1160,JPAD-Journal of Prevention of Alzheimers Disease,6.4
1161,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTUR,6.4
1162,mBio,6.4
1163,Microbial Cell Factories,6.4
1164,mSystems,6.4
1165,npj Science of Food,6.4
1166,Ocular Surface,6.4
1167,PHYSIOLOGIA PLANTARUM,6.4
1168,PROGRESS IN SURFACE SCIENCE,6.4
1169,Quantum,6.4
1170,Science China-Physics Mechanics & Astronomy,6.4
1171,THIN-WALLED STRUCTURES,6.4
1172,Tissue Engineering Part B-Reviews,6.4
1173,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,6.4
1174,Underground Space,6.4
1175,Urban Climate,6.4
1176,URBAN FORESTRY & URBAN GREENING,6.4
1177,VETERINARY QUARTERLY,6.4
1178,Acta Physiologica,6.3
1179,American Journal of Obstetrics & Gynecology MFM,6.3
1180,Animal Nutrition,6.3
1181,ATMOSPHERIC CHEMISTRY AND PHYSICS,6.3
1182,Biotechnology for Biofuels,6.3
1183,CLINICAL NUTRITION,6.3
1184,COMPOSITE STRUCTURES,6.3
1185,COMPUTER PHYSICS COMMUNICATIONS,6.3
1186,CONSERVATION BIOLOGY,6.3
1187,Current Research in Food Science,6.3
1188,European Review of Aging and Physical Activity,6.3
1189,Expert Opinion on Drug Discovery,6.3
1190,HYDROLOGY AND EARTH SYSTEM SCIENCES,6.3
1191,IEEE Industrial Electronics Magazine,6.3
1192,IEEE Wireless Communications Letters,6.3
1193,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,6.3
1194,Journal of Econometrics,6.3
1195,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,6.3
1196,JOURNAL OF GASTROENTEROLOGY,6.3
1197,Journal of Ginseng Research,6.3
1198,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,6.3
1199,Journal of Modern Power Systems and Clean Energy,6.3
