,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI
495465,Prion Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D017096,T047,"Transmissible Spongiform Encephalopathies|Disorders, Prion-Induced|Dementias, Transmissible|Transmissible Dementias|Inherited Human Transmissible Spongiform Encephalopathies|Prion Induced Disorder|Encephalopathy, Transmissible Spongiform|Spongiform Encephalopathy, Transmissible|Dementia, Transmissible|Prion-Induced Disorders|Prion Protein Disease|Disorder, Prion-Induced|Transmissible Dementia|Encephalopathies, Spongiform, Transmissible|Human Transmissible Spongiform Encephalopathies, Inherited|Prion Protein Diseases|Prion-Associated Disorders|Prion-Induced Disorder|Transmissible Spongiform Encephalopathy|Spongiform Encephalopathies, Transmissible|Encephalopathies, Transmissible Spongiform|Prion Disease",http://purl.bioontology.org/ontology/MESH/D002494|http://purl.bioontology.org/ontology/MESH/D019636,C0751645|C0162534,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T370039|T842325|T842327|T051045|T370038|T370040|T370037|T370041|T842326|T051042|T370036|T051044|T051043
487985,Post-Concussion Syndrome,Injury or Poisoning,http://purl.bioontology.org/ontology/MESH/D038223,T037,"Post Concussive Syndrome, Chronic|Post-Concussive Syndromes, Chronic|Post-Concussion Symptom|Post-Concussion Symptoms|Post Concussive Syndrome|Post Concussion Symptoms|Post Concussion Syndrome|Chronic Post-Concussive Syndromes|Post-Concussive Syndrome|Post Concussive Symptoms|Post-Concussive Symptoms|Post-Concussive Syndrome, Chronic|Post-Concussive Symptom|Post-Concussive Syndromes|Chronic Post-Concussive Syndrome",http://purl.bioontology.org/ontology/MESH/D001924,C0546983|C1136202,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366407|T483180|T483181|T483425|T366409
498025,Post-Concussion Syndrome,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D038223,T047,"Post Concussive Syndrome, Chronic|Post-Concussive Syndromes, Chronic|Post-Concussion Symptom|Post-Concussion Symptoms|Post Concussive Syndrome|Post Concussion Symptoms|Post Concussion Syndrome|Chronic Post-Concussive Syndromes|Post-Concussive Syndrome|Post Concussive Symptoms|Post-Concussive Symptoms|Post-Concussive Syndrome, Chronic|Post-Concussive Symptom|Post-Concussive Syndromes|Chronic Post-Concussive Syndrome",http://purl.bioontology.org/ontology/MESH/D001924,C0546983|C1136202,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366407|T483180|T483181|T483425|T366409
492082,"Poliomyelitis, Bulbar",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D011052,T047,"Polio, Bulbar|Medullary Involvement Poliomyelitis|Poliomyelitis, Medullary Involvement|Bulbar Poliomyelitis|Bulbar Polio",http://purl.bioontology.org/ontology/MESH/D011051,C0032372,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T370033|T370034|T032489|T370035
492083,Poliomyelitis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D011051,T047,"Infection, Poliomyelitis|Poliomyelitis, Nonpoliovirus|Polios|Nonpoliovirus Poliomyelitis|Poliomyelitides, Preparalytic|Polio Encephalitis|Infections, Poliomyelitis|Poliomyelitis Infection|Acute Poliomyelitis, Epidemic|Encephalitis, Polio|Acute Poliomyelitis|Preparalytic Poliomyelitis|Poliomyelitis Infections|Epidemic Acute Poliomyelitis|Poliomyelitis, Acute|Poliomyelitis, Preparalytic|Poliomyelitis, Epidemic Acute|Infantile Paralysis|Polio|Paralysis, Infantile",http://purl.bioontology.org/ontology/MESH/D004769|http://purl.bioontology.org/ontology/MESH/D009187|http://purl.bioontology.org/ontology/MESH/D009468,C0032371|C0751445|C0751447|C0751446|C1527258,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T032488|T370012|T370014|T032487|T000909081|T370010|T370009|T370011|T370013|T032486
490159,Phantom Limb,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D010591,T047,"Limb Pains, Phantom|Phantom Limb Pain|Phantom Pains|Phantom Limb Pains|Sensation, Phantom|Limb, Phantom|Phantom Pain|Phantom Sensations|Pain, Phantom|Limb Pain, Phantom|Pains, Phantom Limb|Pain, Phantom Limb|Pseudomelias|Sensations, Phantom|Limbs, Phantom|Phantom Limbs|Pains, Phantom|Phantom Sensation|Pseudomelia",http://purl.bioontology.org/ontology/MESH/D010468|http://purl.bioontology.org/ontology/MESH/D010149,C4048296|C0031315,BL CF CI CL CO DG DH DI DT EC EH EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH SU TH UR VI,T775910|T372352|T777423|T031264|T775911
493703,Peripheral Nervous System Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D010523,T047,"Peripheral Neuropathy|Peripheral Nervous System Disease|Peripheral Neuropathies|Neuropathy, Peripheral|Peripheral Nervous System Disorders|Nerve Disease, Peripheral|Peripheral Nerve Diseases|Peripheral Nerve Disease|Nerve Diseases, Peripheral|PNS (Peripheral Nervous System) Diseases|PNS Disease|PNS Diseases",http://purl.bioontology.org/ontology/MESH/D009468,C4721453,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T031089|T369784|T031087|T031088|T031090|T369785|T369786
497599,"Tremor, Hereditary Essential, And Idiopathic Normal Pressure Hydrocephalus",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C567519,T047,ETINPH,,C2678494,,T824058|T810578
492105,Neurosyphilis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009494,T047,"General Paresis|Neurosyphilis, Gummatous|General Paresis of the Insane|Syphilis, Central Nervous System|Paretic Neurosyphilis|Syphilis, CNS|General Paralysis|Neurosyphilis, Juvenile|Juvenile Paresis|Neurosyphilis, Asymptomatic|Neurosyphilis, Secondary|General Paralysis of the Insane|Secondary Neurosyphilis|Paralysis, General|Neurosyphilis, Symptomatic|Central Nervous System Syphilis",http://purl.bioontology.org/ontology/MESH/D013587|http://purl.bioontology.org/ontology/MESH/D020806,C0027927|C0343686|C0153167|C0494053|C0343683|C0242038|C0205858|C0153132,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T369703|T028298|T369706|T369715|T028300|T028301|T028302|T369713|T000941597|T369701|T369702|T028299|T369704|T369707|T369705|T369716|T369714
495799,Neuronal Ceroid-Lipofuscinoses,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009472,T047,"Lipofuscin Storage Diseases|Juvenile Batten Disease|Ceroid Storage Diseases|Disease, Spielmeyer-Sjogren|Kufs Disease, Autosomal Dominant|CLN3-Related Neuronal Ceroid-Lipofuscinosis|Juvenile Batten Diseases|Ceroid-Lipofuscinosis, Neuronal|Disease, Vogt-Spielmeyer|Disease, Kuf's|Neuronal Ceroid Lipofuscinosis|Kufs Disease, Autosomal Recessive|Storage Disease, Lipofuscin|Jansky Bielschowsky Disease|Cerebroretinal Degenerations, Juvenile|Juvenile Cerebroretinal Degenerations|Disease, Ceroid Storage|Ceroid Storage Disease|Kufs Disease|Ceroid Lipofuscinosis, Neuronal, 4B, Autosomal Dominant|Infantile Neuronal Ceroid Lipofuscinosis|Neuronal Ceroid Lipofuscinosis, Adult Type|Adult Neuronal Ceroid Lipofuscinosis|Amaurotic Idiocy, Adult Type|CLN3 Related Neuronal Ceroid Lipofuscinosis|Ceroid Lipofuscinosis, Neuronal, Parry Type|CLN3-Related Neuronal Ceroid-Lipofuscinoses|Disease, Vogt Spielmeyer|Spielmeyer Vogt Disease|Cerebroretinal Degeneration, Juvenile|Neuronal Ceroid Lipofuscinosis, Infantile|Spielmeyer Sjogren Disease|CLN4A|Ceroid Lipofuscinosis, Neuronal 4|Santavuori Haltia Disease|Neuronal Ceroid-Lipofuscinosis|CLN4B|Neuronal Ceroid Lipofuscinoses|Neuronal Ceroid Lipofuscinosis, Late-Infantile|Ceroid Lipofuscinosis, Neuronal, 4A, Autosomal Recessive|Batten Mayou Disease|Batten Diseases, Juvenile|Neuronal Ceroid Lipofuscinosis, Juvenile|Late-Infantile Neuronal Ceroid Lipofuscinosis|Storage Disease, Ceroid|Santavuori-Haltia Disease|Neuronal Ceroid Lipofuscinosis Juvenile Type|Batten Disease, Juvenile|Disease, Lipofuscin Storage|Kuf's Disease|Neuronal Ceroid Lipofuscinosis, Late Infantile|Jansky-Bielschowsky Disease|Batten-Mayou Disease|Batten-Spielmeyer-Vogt Disease|Juvenile Neuronal Ceroid Lipofuscinosis|Kufs Type Neuronal Ceroid Lipofuscinosis|Neuronal Ceroid Lipofuscinosis, Adult|Vogt Spielmeyer Disease|Ceroid Lipofuscinosis, Neuronal|Spielmeyer Disease, Vogt|Batten Disease|Vogt-Spielmeyer Disease|Disease, Juvenile Batten|Kuf Disease|Lipofuscinosis, Neuronal Ceroid|Neuronal Ceroid-Lipofuscinosis, CLN3-Related|Spielmeyer-Sjogren Disease|Batten Spielmeyer Vogt Disease|Spielmeyer-Vogt Disease|Neuronal Ceroid-Lipofuscinoses, CLN3-Related|CLN4As|Lipofuscin Storage Disease|Ceroid-Lipofuscinosis, CLN3-Related Neuronal|Ceroid Lipofuscinosis, Neuronal, 3|Juvenile Cerebroretinal Degeneration|Ceroid Lipofuscinosis, Neuronal 3, Juvenile|Kufs Disease Autosomal Recessive",http://purl.bioontology.org/ontology/MESH/D020271|http://purl.bioontology.org/ontology/MESH/D008064,C1834207|C5441658|C0027877|C0268281|C0022797|C0751383|C0022340,BL CF CI CL CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T372157|T845013|T028230|T769369|T372153|T834217|T028233|T825408|T647813|T834215|T372155|T825409|T811339|T811336|T372156|T028232|T834216|T372158|T372154|T372161|T372160|T372152|T841843|T845011|T858835|T803075|T001106552|T372163|T826247|T811335|T843896|T372162|T769368|T841842|T372159|T811664|T845012|T803076|T841792|T028231|T028234|T811333|T372151|T845014|T028235
497482,Neuromuscular Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009468,T047,"Cramp-Fasciculation Syndromes|Syndromes, Cramp-Fasciculation|Syndrome, Foley-Denny-Brown|Fasciculation-Cramp Syndromes, Benign|Benign Fasciculation-Cramp Syndromes|Cramp-Fasciculation Syndrome|Cramp Fasciculation Syndrome|Neuromuscular Disease|Fasciculation-Cramp Syndrome, Benign|Fasciculation Cramp Syndrome, Benign|Oppenheims Disease|Benign Fasciculation-Cramp Syndrome|Oppenheim Disease|Foley-Denny-Brown Syndrome|Oppenheim's Disease|Foley Denny Brown Syndrome|Syndrome, Cramp-Fasciculation|Amyotonia Congenita",http://purl.bioontology.org/ontology/MESH/D009422,C0002735|C0751381|C0027868,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T373389|T028216|T373390|T373391|T028217|T028214|T028218
487992,Neurogenic Inflammation,Injury or Poisoning,http://purl.bioontology.org/ontology/MESH/D020078,T037,"Inflammations, Neurogenic|Inflammation, Neurogenic|Neurogenic Inflammations",http://purl.bioontology.org/ontology/MESH/D009461|http://purl.bioontology.org/ontology/MESH/D007249,C0600467,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T059788
491517,Neurodegenerative Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D019636,T047,"Nervous System Degenerative Diseases|Neurodegenerative Disorders|Degenerative Neurologic Disease|Degenerative Neurologic Disorder|Neurologic Diseases, Degenerative|Neurologic Disease, Degenerative|Degenerative Diseases, Neurologic|Degenerative Neurologic Disorders|Neurologic Disorders, Degenerative|Neurologic Degenerative Condition|Neurologic Degenerative Conditions|Degenerative Condition, Neurologic|Neurodegenerative Disorder|Degenerative Conditions, Neurologic|Neurodegenerative Disease|Degenerative Diseases, Nervous System|Neurologic Degenerative Disease|Degenerative Diseases, Spinal Cord|Neurologic Degenerative Diseases|Degenerative Diseases, Central Nervous System|Degenerative Neurologic Diseases|Neurologic Disorder, Degenerative",http://purl.bioontology.org/ontology/MESH/D009422,C0270715|C0751733|C0524851,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T372197|T372205|T372198|T372202|T372204|T372199|T372195|T058371|T372200|T372203|T372201|T372196
498021,Neuroaxonal Dystrophies,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D019150,T047,"Dystrophy, Infantile Neuroaxonal|Dystrophy, Adult Neuroaxonal|Juvenile Neuroaxonal Dystrophy|Seitelberger Disease|Neurodegeneration, PLA2G6 Associated|NBIA, PLA2G6-Related|NBIA2A|Neuroaxonal Dystrophy, Infantile|Disease, Seitelberger's|Neuroaxonal Dystrophy|Dystrophy, Neuroaxonal|Late Infantile Neuroaxonal Dystrophy|Adult Neuroaxonal Dystrophy|Neurodegeneration, PLA2G6-Associated|PLA2G6-Related NBIA|Neuroaxonal Dystrophy, Late Infantile|Neuroaxonal Dystrophy, Juvenile|NBIA, PLA2G6 Related|Neurodegeneration With Brain Iron Accumulation 2A|PLA2G6-Associated Neurodegeneration|Seitelberger's Disease|Seitelbergers Disease|Neuroaxonal Dystrophy, Adult|Infantile Neuroaxonal Dystrophy|Dystrophy, Juvenile Neuroaxonal|Disease, Seitelberger",http://purl.bioontology.org/ontology/MESH/D001927,C0270724|C0751718|C0338473|C0751716|C0751717,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T369678|T369681|T057121|T844256|T057119|T369680|T369682|T823043|T844255|T844254|T057122|T057120|T369679|T812249|T369677
492974,Myasthenia Gravis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009157,T047,"MuSK MG|Myasthenia Gravis, Anti-MuSK|Muscle Specific Receptor Tyrosine Kinase Myasthenia Gravis|Anti MuSK Myasthenia Gravis|Myasthenia Gravis, Generalized|Generalized Myasthenia Gravis|Myasthenia Gravis, Ocular|Muscle-Specific Receptor Tyrosine Kinase Myasthenia Gravis|MuSK Myasthenia Gravis|Ocular Myasthenia Gravis|Anti-MuSK Myasthenia Gravis|Muscle-Specific Tyrosine Kinase Antibody Positive Myasthenia Gravis|Myasthenia Gravis, MuSK|Muscle Specific Tyrosine Kinase Antibody Positive Myasthenia Gravis",http://purl.bioontology.org/ontology/MESH/D020511|http://purl.bioontology.org/ontology/MESH/D020361|http://purl.bioontology.org/ontology/MESH/D020274,C0751340|C0026896|C4761103|C0751339,BL CF CI CL CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T368393|T368394|T000950658|T000950660|T000950657|T027351|T000950656|T000950659
497740,"Myasthenia Gravis, Neonatal",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020941,T047,"Persistent Neonatal Myasthenia Gravis|Myasthenia Gravis, Persistent, Neonatal|Neonatal Myasthenia Gravis, Persistent|Transient Neonatal Myasthenia Gravis|Myasthenia Gravis, Neonatal, Transient|Myasthenia Gravis, Transient, Neonatal|Myasthenia Gravis, Neonatal, Persistent|Antenatal Myasthenia Gravis|Myasthenia Gravis, Antenatal|Neonatal Myasthenia Gravis|Neonatal Myasthenia Gravis, Transient",http://purl.bioontology.org/ontology/MESH/D009157,C0158982|C0495465|C0752327|C0393941,BL CF CI CL CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T368408|T368412|T358228|T368409|T368407|T368414|T368411|T368405|T368410|T368406|T368413
498479,Myasthenia Gravis with Thymus Hyperplasia,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564628,T047,,,C1846838,,T829963
513841,"Myasthenia Gravis, Autoimmune, Experimental",Experimental Model of Disease,http://purl.bioontology.org/ontology/MESH/D020720,T050,"Myasthenia Gravis, Experimental|Passive Transfer Experimental Autoimmune Myasthenia Gravis|Experimental Autoimmune Myasthenia Gravis, Passive Transfer|Myasthenia, Experimental|Myasthenia Gravis, Autoimmune Experimental|Experimental Myasthenias|Myasthenia Gravis, Experimental Autoimmune|Autoimmune Experimental Myasthenia Gravis|Experimental Myasthenia Gravis|Myasthenias, Experimental|Experimental Myasthenia",http://purl.bioontology.org/ontology/MESH/D020721|http://purl.bioontology.org/ontology/MESH/D009157,C0752087|C0752088,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T373523|T373525|T366673|T358219|T366672|T373522|T573994|T373524
491612,"Muscular Dystrophies, Limb-Girdle",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D049288,T047,"Muscular Dystrophies, Limb Girdle|Myopathic Limb-Girdle Syndrome|Limb Girdle Muscular Dystrophies|Limb-Girdle Muscular Dystrophies|Muscular Dystrophy, Limb Girdle|Muscular Dystrophy, Limb-Girdle|Limb Girdle Muscular Dystrophy|Limb-Girdle Muscular Dystrophy|Limb-Girdle Syndrome",http://purl.bioontology.org/ontology/MESH/D009136,C0686353,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VI,T582098|T582099|T582097|T369182|T841925|T841924
495644,Muscular Dystrophies,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009136,T047,"Muscular Dystrophy|Dystrophy, Muscular|Myodystrophies|Dystrophies, Muscular|Myodystrophy|Myodystrophicas|Myodystrophica",http://purl.bioontology.org/ontology/MESH/D030342|http://purl.bioontology.org/ontology/MESH/D020966,C0026850,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VI,T369178|T369177|T027306|T365683
490762,"Spinal Muscular Atrophy, Distal, Congenital Nonprogressive",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563981,T047,"Spinal Muscular Atrophy, Congenital Benign, with Contractures",,C1838492,,T828975|T803999
492413,"Spinal Muscular Atrophy, Childhood, Proximal, Autosomal Dominant",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563560,T047,"Spinal Muscular Atrophy, Juvenile, Proximal, Autosomal Dominant|Kugelberg-Welander Syndrome, Autosomal Dominant",,C1834690,,T803150|T803148|T803149
494415,"Spinal Muscular Atrophy, Distal, X-Linked 3",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C564506,T047,"Spinal Muscular Atrophy, Distal, X-Linked Recessive",,C1845359,,T805020|T805017
495642,"Muscular Atrophy, Spinal",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009134,T047,"Progressive Muscular Atrophies|Motor Neuronopathy, Hereditary|Neuronopathies, Hereditary Motor|Spinal Amyotrophy|Myelopathic Muscular Atrophy|Spinal Muscular Atrophy, Distal|Oculopharyngeal Spinal Muscular Atrophy|Neuronopathy, Hereditary Motor|Neuronopathies, Bulbospinal|Atrophy, Progressive Muscular|Adult Spinal Muscular Atrophy|Amyotrophies, Spinal|Muscular Atrophies, Progressive|Spinal Muscular Atrophy, Oculopharyngeal|Spinal Muscular Atrophy, Scapuloperoneal Form|Myelopathic Muscular Atrophy, Progressive|Amyotrophy, Spinal|Scapuloperoneal Spinal Muscular Atrophy|Bulbospinal Neuronopathy|Adult-Onset Spinal Muscular Atrophy|Neuronopathy, Bulbospinal|Amyotrophy, Neurogenic Scapuloperoneal, New England Type|Distal Spinal Muscular Atrophy|Motor Neuronopathies, Hereditary|Hereditary Motor Neuronopathies|Bulbospinal Neuronopathies|Atrophy, Spinal Muscular|Progressive Myelopathic Muscular Atrophy|Muscular Atrophy, Progressive|Spinal Muscular Atrophy|Hereditary Motor Neuronopathy|Muscular Atrophy, Myelopathic|Progressive Proximal Myelopathic Muscular Atrophy|Progressive Muscular Atrophy|Spinal Amyotrophies|Proximal Myelopathic Muscular Atrophy, Progressive|Atrophy, Myelopathic Muscular|Muscular Atrophy, Adult Spinal|Spinal Muscular Atrophy, Scapuloperoneal|Scapuloperoneal Form of Spinal Muscular Atrophy|Atrophies, Progressive Muscular|Adult Onset Spinal Muscular Atrophy",http://purl.bioontology.org/ontology/MESH/D013118|http://purl.bioontology.org/ontology/MESH/D016472,C0751335|C0751334|C0393547|C3661519|C0270765|C0393541|C0026847|C0393546|C0917981,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T812433|T027303|T369581|T369612|T369585|T369614|T369610|T027300|T369616|T812434|T842507|T842508|T812432|T752489|T752490|T369611|T369609|T369615|T369584|T369608|T369613|T027302|T027301
495677,"Spinal Muscular Atrophy, Type IV",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C563948,T047,"Spinal Muscular Atrophy, Proximal, Adult, Autosomal Recessive|Spinal Muscular Atrophy, Adult Form",,C1838230,,T828881|T803941|T803939
495802,"Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C567023,T047,Dsma4,,C1970211,,T809600|T809601
496141,"Spinal Muscular Atrophy, Late-Onset, Finkel Type",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C566673,T047,Finkel Late-Adult Type SMA,,C1854058,,T806554|T832716
496142,"Spinal Muscular Atrophy, Segmental",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C566670,T047,,,C1866774,,T808945
496145,"Spinal Muscular Atrophy, Facioscapulohumeral Type",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C566674,T047,FSHSMA,,C1866783,,T823922|T808949
496148,"Spinal Muscular Atrophy, Proximal, Adult, Autosomal Dominant",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C566672,T047,,,C1866777,,T808947
