,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI,mesh_id
25,Spinal Muscular Atrophies of Childhood,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D014897,T047,"Muscular Atrophy, Infantile|Spinal Muscular Atrophy Type I|Proximal Hereditary Motor Neuropathy Type I|Type III Spinal Muscular Atrophy|Spinal Muscular Atrophy, Type I|Werdnig-Hoffmann Disease|Spinal Muscular Atrophy 1|Type I Spinal Muscular Atrophy|SMA, Infantile Acute Form|Juvenile Spinal Muscular Atrophy|Muscular Atrophy, Spinal, Type III|Spinal Muscular Atrophy Type II|Juvenile Muscular Atrophy|Spinal Muscular Atrophy, Juvenile|Spinal Muscular Atrophy, Type II|Muscular Atrophy, Spinal, Intermediate Type|Spinal Muscular Atrophy Type 2|Werdnig Hoffmann Disease|Werdnig Hoffman Disease|Spinal Muscular Atrophy, Type 3|Infantile Muscular Atrophy|Kugelberg Welander Syndrome|Muscular Atrophy, Spinal, Infantile Chronic Form|Muscular Atrophy, Juvenile|Spinal Muscular Atrophy, Infantile|Muscular Atrophy, Spinal, Type I|Kugelberg-Welander Syndrome|Muscular Atrophy, Spinal, Infantile|Muscular Atrophy, Spinal, Type II|HMN (Hereditary Motor Neuropathy) Proximal Type I|Spinal Muscular Atrophy, Mild Childhood and Adolescent Form|Spinal Muscular Atrophy, Type III|Kugelberg Welander Disease|Kugelberg-Welander Disease|Infantile Spinal Muscular Atrophy|Spinal Muscular Atrophy Type III|Type II Spinal Muscular Atrophy",http://purl.bioontology.org/ontology/MESH/D009134|http://purl.bioontology.org/ontology/MESH/D020271,C2931358|C0152109|C0700595|C0043116|C0393538,BL CF CI CL CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T370511|T370497|T812030|T370494|T365685|T781523|T370512|T370514|T752487|T824549|T370516|T370519|T370508|T370509|T752515|T370507|T370510|T043481|T000892049|T043483|T370495|T752516|T043482|T752486|T370496|T043480|T370518|T000892050|T370517|T370513|T370515|T752488|T370520,D014897
26,Spinal Cord Injuries,Injury or Poisoning,http://purl.bioontology.org/ontology/MESH/D013119,T037,"Post-Traumatic Myelopathies|Spinal Cord Transection|Cord Injuries, Spinal|Cord Injury, Spinal|Traumas, Spinal Cord|Myelopathy, Post-Traumatic|Transection, Spinal Cord|Post Traumatic Myelopathy|Cord Lacerations, Spinal|Cord Laceration, Spinal|Spinal Cord Injury|Trauma, Spinal Cord|Cord Traumas, Spinal|Contusions, Spinal Cord|Post-Traumatic Myelopathy|Spinal Cord Traumas|Cord Transections, Spinal|Spinal Cord Contusion|Myelopathy, Traumatic|Transections, Spinal Cord|Spinal Cord Contusions|Lacerations, Spinal Cord|Traumatic Myelopathies|Spinal Cord Laceration|Cord Transection, Spinal|Contusion, Spinal Cord|Injuries, Spinal Cord|Cord Contusions, Spinal|Cord Contusion, Spinal|Spinal Cord Lacerations|Spinal Cord Trauma|Cord Trauma, Spinal|Spinal Cord Transections|Traumatic Myelopathy|Laceration, Spinal Cord|Injury, Spinal Cord|Myelopathies, Traumatic|Myelopathies, Post-Traumatic",http://purl.bioontology.org/ontology/MESH/D013118|http://purl.bioontology.org/ontology/MESH/D014947|http://purl.bioontology.org/ontology/MESH/D020196,C0433895|C0433905|C0751515|C0433900|C0037929,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T038594|T369824|T369825|T369821|T369822|T369823|T369820|T038595,D013119
27,Spinal Cord Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D013118,T047,Spinal Cord Disease|Myelopathy|Myelopathies|Spinal Cord Disorders|Spinal Cord Disorder,http://purl.bioontology.org/ontology/MESH/D002493,C0037928,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T370396|T370395|T038593,D013118
28,Shy-Drager Syndrome,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D012791,T047,"Dysautonomic Orthostatic Hypotension|Dysautonomic Orthostatic Hypotensions|Dysautonomia Orthostatic Hypotension Syndrome|Idiopathic Orthostatic Hypotension, Shy-Drager Type|Syndrome, Shy-Drager|Syndrome, Dysautonomia Orthostatic Hypotension|Failure, Progressive Autonomic|Dysautonomia-Orthostatic Hypotension Syndromes|Progressive Autonomic Failures|Hypotensions, Dysautonomic Orthostatic|Syndromes, Dysautonomia-Orthostatic Hypotension|Progressive Autonomic Failure|Syndrome, Dysautonomia-Orthostatic Hypotension|Orthostatic Hypotensions, Dysautonomic|Hypotension, Dysautonomic Orthostatic|Orthostatic Hypotension, Dysautonomic|Failures, Progressive Autonomic|Shy Drager Syndrome|Hypotension Syndromes, Dysautonomia-Orthostatic|Hypotension Syndrome, Dysautonomia-Orthostatic|Idiopathic Orthostatic Hypotension, Shy Drager Type|Autonomic Failures, Progressive|Dysautonomia-Orthostatic Hypotension Syndrome|Autonomic Failure, Progressive",http://purl.bioontology.org/ontology/MESH/D019578|http://purl.bioontology.org/ontology/MESH/D007022,C0037019,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T364391|T364392|T037740|T364390|T364393|T364389,D012791
29,Retinal Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D012164,T047,"Diseases, Retinal|Retinal Disease|Disease, Retinal",http://purl.bioontology.org/ontology/MESH/D005128,C0035309,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T036203,D012164
30,Reflex Sympathetic Dystrophy,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D012019,T047,"Reflex Sympathetic Dystrophy Syndrome|Syndrome, Shoulder-Hand|Sudek's Atrophy|Reflex Dystrophia, Sympathetic|Sympathetic Dystrophy, Cervical|Pain Syndrome Type I, Complex Regional|Syndrome, Reflex Sympathetic Dystrophy|Shoulder-Hand Syndromes|CRPS Type Is|Shoulder Hand Syndrome|Syndrome, Algodystrophic|Sympathetic Dystrophy, Reflex|Cervical Sympathetic Dystrophy|Dystrophies, Cervical Sympathetic|Sudeks Atrophy|Algodystrophy|Sympathetic Reflex Dystrophias|Sympathetic Reflex Dystrophia|Atrophy, Sudek|Pain Syndrome Type I, Regional, Complex|RSD (Reflex Sympathetic Dystrophy)|Sudek Atrophy|Type I, CRPS|Dystrophy, Reflex Sympathetic|Sudek's Atrophies|RSDs (Reflex Sympathetic Dystrophy)|Complex Regional Pain Syndrome, Type I|Sympathetic Dystrophies, Cervical|Reflex Sympathetic Dystrophies|Cervical Sympathetic Dystrophies|Sympathetic Dystrophies, Reflex|Atrophies, Sudek's|Syndromes, Shoulder-Hand|Dystrophies, Reflex Sympathetic|Algodystrophic Syndrome|Type I Complex Regional Pain Syndrome|Shoulder-Hand Syndrome|Atrophy, Sudek's|Dystrophy, Cervical Sympathetic|CRPS Type I|Algodystrophies",http://purl.bioontology.org/ontology/MESH/D020918,C4040007|C1527353|C0391959|C0034931,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T369059|T369056|T369052|T369053|T369058|T369054|T372390|T369062|T035772|T035771|T369060|T000925466|T035775|T369061|T369057|T372389,D012019
31,Prion Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D017096,T047,"Transmissible Spongiform Encephalopathies|Disorders, Prion-Induced|Dementias, Transmissible|Transmissible Dementias|Inherited Human Transmissible Spongiform Encephalopathies|Prion Induced Disorder|Encephalopathy, Transmissible Spongiform|Spongiform Encephalopathy, Transmissible|Dementia, Transmissible|Prion-Induced Disorders|Prion Protein Disease|Disorder, Prion-Induced|Transmissible Dementia|Encephalopathies, Spongiform, Transmissible|Human Transmissible Spongiform Encephalopathies, Inherited|Prion Protein Diseases|Prion-Associated Disorders|Prion-Induced Disorder|Transmissible Spongiform Encephalopathy|Spongiform Encephalopathies, Transmissible|Encephalopathies, Transmissible Spongiform|Prion Disease",http://purl.bioontology.org/ontology/MESH/D002494|http://purl.bioontology.org/ontology/MESH/D019636,C0751645|C0162534,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T370039|T842325|T842327|T051045|T370038|T370040|T370037|T370041|T842326|T051042|T370036|T051044|T051043,D017096
32,Post-Concussion Syndrome,Injury or Poisoning,http://purl.bioontology.org/ontology/MESH/D038223,T037,"Post Concussive Syndrome, Chronic|Post-Concussive Syndromes, Chronic|Post-Concussion Symptom|Post-Concussion Symptoms|Post Concussive Syndrome|Post Concussion Symptoms|Post Concussion Syndrome|Chronic Post-Concussive Syndromes|Post-Concussive Syndrome|Post Concussive Symptoms|Post-Concussive Symptoms|Post-Concussive Syndrome, Chronic|Post-Concussive Symptom|Post-Concussive Syndromes|Chronic Post-Concussive Syndrome",http://purl.bioontology.org/ontology/MESH/D001924,C0546983|C1136202,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366407|T483180|T483181|T483425|T366409,D038223
33,Post-Concussion Syndrome,Injury or Poisoning,http://purl.bioontology.org/ontology/MESH/D038223,T037,"Post Concussive Syndrome, Chronic|Post-Concussive Syndromes, Chronic|Post-Concussion Symptom|Post-Concussion Symptoms|Post Concussive Syndrome|Post Concussion Symptoms|Post Concussion Syndrome|Chronic Post-Concussive Syndromes|Post-Concussive Syndrome|Post Concussive Symptoms|Post-Concussive Symptoms|Post-Concussive Syndrome, Chronic|Post-Concussive Symptom|Post-Concussive Syndromes|Chronic Post-Concussive Syndrome",http://purl.bioontology.org/ontology/MESH/D001924,C0546983|C1136202,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366407|T483180|T483181|T483425|T366409,D038223
34,Post-Concussion Syndrome,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D038223,T047,"Post Concussive Syndrome, Chronic|Post-Concussive Syndromes, Chronic|Post-Concussion Symptom|Post-Concussion Symptoms|Post Concussive Syndrome|Post Concussion Symptoms|Post Concussion Syndrome|Chronic Post-Concussive Syndromes|Post-Concussive Syndrome|Post Concussive Symptoms|Post-Concussive Symptoms|Post-Concussive Syndrome, Chronic|Post-Concussive Symptom|Post-Concussive Syndromes|Chronic Post-Concussive Syndrome",http://purl.bioontology.org/ontology/MESH/D001924,C0546983|C1136202,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366407|T483180|T483181|T483425|T366409,D038223
35,Post-Concussion Syndrome,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D038223,T047,"Post Concussive Syndrome, Chronic|Post-Concussive Syndromes, Chronic|Post-Concussion Symptom|Post-Concussion Symptoms|Post Concussive Syndrome|Post Concussion Symptoms|Post Concussion Syndrome|Chronic Post-Concussive Syndromes|Post-Concussive Syndrome|Post Concussive Symptoms|Post-Concussive Symptoms|Post-Concussive Syndrome, Chronic|Post-Concussive Symptom|Post-Concussive Syndromes|Chronic Post-Concussive Syndrome",http://purl.bioontology.org/ontology/MESH/D001924,C0546983|C1136202,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366407|T483180|T483181|T483425|T366409,D038223
36,Poliomyelitis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D011051,T047,"Infection, Poliomyelitis|Poliomyelitis, Nonpoliovirus|Polios|Nonpoliovirus Poliomyelitis|Poliomyelitides, Preparalytic|Polio Encephalitis|Infections, Poliomyelitis|Poliomyelitis Infection|Acute Poliomyelitis, Epidemic|Encephalitis, Polio|Acute Poliomyelitis|Preparalytic Poliomyelitis|Poliomyelitis Infections|Epidemic Acute Poliomyelitis|Poliomyelitis, Acute|Poliomyelitis, Preparalytic|Poliomyelitis, Epidemic Acute|Infantile Paralysis|Polio|Paralysis, Infantile",http://purl.bioontology.org/ontology/MESH/D004769|http://purl.bioontology.org/ontology/MESH/D009187|http://purl.bioontology.org/ontology/MESH/D009468,C0032371|C0751445|C0751447|C0751446|C1527258,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T032488|T370012|T370014|T032487|T000909081|T370010|T370009|T370011|T370013|T032486,D011051
37,Peripheral Nervous System Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D010523,T047,"Peripheral Neuropathy|Peripheral Nervous System Disease|Peripheral Neuropathies|Neuropathy, Peripheral|Peripheral Nervous System Disorders|Nerve Disease, Peripheral|Peripheral Nerve Diseases|Peripheral Nerve Disease|Nerve Diseases, Peripheral|PNS (Peripheral Nervous System) Diseases|PNS Disease|PNS Diseases",http://purl.bioontology.org/ontology/MESH/D009468,C4721453,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T031089|T369784|T031087|T031088|T031090|T369785|T369786,D010523
38,Peripheral Nervous System Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D010523,T047,"Peripheral Neuropathy|Peripheral Nervous System Disease|Peripheral Neuropathies|Neuropathy, Peripheral|Peripheral Nervous System Disorders|Nerve Disease, Peripheral|Peripheral Nerve Diseases|Peripheral Nerve Disease|Nerve Diseases, Peripheral|PNS (Peripheral Nervous System) Diseases|PNS Disease|PNS Diseases",http://purl.bioontology.org/ontology/MESH/D009468,C4721453,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T031089|T369784|T031087|T031088|T031090|T369785|T369786,D010523
39,Neurosyphilis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009494,T047,"General Paresis|Neurosyphilis, Gummatous|General Paresis of the Insane|Syphilis, Central Nervous System|Paretic Neurosyphilis|Syphilis, CNS|General Paralysis|Neurosyphilis, Juvenile|Juvenile Paresis|Neurosyphilis, Asymptomatic|Neurosyphilis, Secondary|General Paralysis of the Insane|Secondary Neurosyphilis|Paralysis, General|Neurosyphilis, Symptomatic|Central Nervous System Syphilis",http://purl.bioontology.org/ontology/MESH/D013587|http://purl.bioontology.org/ontology/MESH/D020806,C0027927|C0343686|C0153167|C0494053|C0343683|C0242038|C0205858|C0153132,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH TM UR VE VI,T369703|T028298|T369706|T369715|T028300|T028301|T028302|T369713|T000941597|T369701|T369702|T028299|T369704|T369707|T369705|T369716|T369714,D009494
40,Neuronal Ceroid-Lipofuscinoses,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009472,T047,"Lipofuscin Storage Diseases|Juvenile Batten Disease|Ceroid Storage Diseases|Disease, Spielmeyer-Sjogren|Kufs Disease, Autosomal Dominant|CLN3-Related Neuronal Ceroid-Lipofuscinosis|Juvenile Batten Diseases|Ceroid-Lipofuscinosis, Neuronal|Disease, Vogt-Spielmeyer|Disease, Kuf's|Neuronal Ceroid Lipofuscinosis|Kufs Disease, Autosomal Recessive|Storage Disease, Lipofuscin|Jansky Bielschowsky Disease|Cerebroretinal Degenerations, Juvenile|Juvenile Cerebroretinal Degenerations|Disease, Ceroid Storage|Ceroid Storage Disease|Kufs Disease|Ceroid Lipofuscinosis, Neuronal, 4B, Autosomal Dominant|Infantile Neuronal Ceroid Lipofuscinosis|Neuronal Ceroid Lipofuscinosis, Adult Type|Adult Neuronal Ceroid Lipofuscinosis|Amaurotic Idiocy, Adult Type|CLN3 Related Neuronal Ceroid Lipofuscinosis|Ceroid Lipofuscinosis, Neuronal, Parry Type|CLN3-Related Neuronal Ceroid-Lipofuscinoses|Disease, Vogt Spielmeyer|Spielmeyer Vogt Disease|Cerebroretinal Degeneration, Juvenile|Neuronal Ceroid Lipofuscinosis, Infantile|Spielmeyer Sjogren Disease|CLN4A|Ceroid Lipofuscinosis, Neuronal 4|Santavuori Haltia Disease|Neuronal Ceroid-Lipofuscinosis|CLN4B|Neuronal Ceroid Lipofuscinoses|Neuronal Ceroid Lipofuscinosis, Late-Infantile|Ceroid Lipofuscinosis, Neuronal, 4A, Autosomal Recessive|Batten Mayou Disease|Batten Diseases, Juvenile|Neuronal Ceroid Lipofuscinosis, Juvenile|Late-Infantile Neuronal Ceroid Lipofuscinosis|Storage Disease, Ceroid|Santavuori-Haltia Disease|Neuronal Ceroid Lipofuscinosis Juvenile Type|Batten Disease, Juvenile|Disease, Lipofuscin Storage|Kuf's Disease|Neuronal Ceroid Lipofuscinosis, Late Infantile|Jansky-Bielschowsky Disease|Batten-Mayou Disease|Batten-Spielmeyer-Vogt Disease|Juvenile Neuronal Ceroid Lipofuscinosis|Kufs Type Neuronal Ceroid Lipofuscinosis|Neuronal Ceroid Lipofuscinosis, Adult|Vogt Spielmeyer Disease|Ceroid Lipofuscinosis, Neuronal|Spielmeyer Disease, Vogt|Batten Disease|Vogt-Spielmeyer Disease|Disease, Juvenile Batten|Kuf Disease|Lipofuscinosis, Neuronal Ceroid|Neuronal Ceroid-Lipofuscinosis, CLN3-Related|Spielmeyer-Sjogren Disease|Batten Spielmeyer Vogt Disease|Spielmeyer-Vogt Disease|Neuronal Ceroid-Lipofuscinoses, CLN3-Related|CLN4As|Lipofuscin Storage Disease|Ceroid-Lipofuscinosis, CLN3-Related Neuronal|Ceroid Lipofuscinosis, Neuronal, 3|Juvenile Cerebroretinal Degeneration|Ceroid Lipofuscinosis, Neuronal 3, Juvenile|Kufs Disease Autosomal Recessive",http://purl.bioontology.org/ontology/MESH/D020271|http://purl.bioontology.org/ontology/MESH/D008064,C1834207|C5441658|C0027877|C0268281|C0022797|C0751383|C0022340,BL CF CI CL CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T372157|T845013|T028230|T769369|T372153|T834217|T028233|T825408|T647813|T834215|T372155|T825409|T811339|T811336|T372156|T028232|T834216|T372158|T372154|T372161|T372160|T372152|T841843|T845011|T858835|T803075|T001106552|T372163|T826247|T811335|T843896|T372162|T769368|T841842|T372159|T811664|T845012|T803076|T841792|T028231|T028234|T811333|T372151|T845014|T028235,D009472
41,Neuromuscular Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009468,T047,"Cramp-Fasciculation Syndromes|Syndromes, Cramp-Fasciculation|Syndrome, Foley-Denny-Brown|Fasciculation-Cramp Syndromes, Benign|Benign Fasciculation-Cramp Syndromes|Cramp-Fasciculation Syndrome|Cramp Fasciculation Syndrome|Neuromuscular Disease|Fasciculation-Cramp Syndrome, Benign|Fasciculation Cramp Syndrome, Benign|Oppenheims Disease|Benign Fasciculation-Cramp Syndrome|Oppenheim Disease|Foley-Denny-Brown Syndrome|Oppenheim's Disease|Foley Denny Brown Syndrome|Syndrome, Cramp-Fasciculation|Amyotonia Congenita",http://purl.bioontology.org/ontology/MESH/D009422,C0002735|C0751381|C0027868,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T373389|T028216|T373390|T373391|T028217|T028214|T028218,D009468
42,Neuromuscular Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009468,T047,"Cramp-Fasciculation Syndromes|Syndromes, Cramp-Fasciculation|Syndrome, Foley-Denny-Brown|Fasciculation-Cramp Syndromes, Benign|Benign Fasciculation-Cramp Syndromes|Cramp-Fasciculation Syndrome|Cramp Fasciculation Syndrome|Neuromuscular Disease|Fasciculation-Cramp Syndrome, Benign|Fasciculation Cramp Syndrome, Benign|Oppenheims Disease|Benign Fasciculation-Cramp Syndrome|Oppenheim Disease|Foley-Denny-Brown Syndrome|Oppenheim's Disease|Foley Denny Brown Syndrome|Syndrome, Cramp-Fasciculation|Amyotonia Congenita",http://purl.bioontology.org/ontology/MESH/D009422,C0002735|C0751381|C0027868,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T373389|T028216|T373390|T373391|T028217|T028214|T028218,D009468
43,Neurogenic Inflammation,Injury or Poisoning,http://purl.bioontology.org/ontology/MESH/D020078,T037,"Inflammations, Neurogenic|Inflammation, Neurogenic|Neurogenic Inflammations",http://purl.bioontology.org/ontology/MESH/D009461|http://purl.bioontology.org/ontology/MESH/D007249,C0600467,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T059788,D020078
44,Neurodegenerative Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D019636,T047,"Nervous System Degenerative Diseases|Neurodegenerative Disorders|Degenerative Neurologic Disease|Degenerative Neurologic Disorder|Neurologic Diseases, Degenerative|Neurologic Disease, Degenerative|Degenerative Diseases, Neurologic|Degenerative Neurologic Disorders|Neurologic Disorders, Degenerative|Neurologic Degenerative Condition|Neurologic Degenerative Conditions|Degenerative Condition, Neurologic|Neurodegenerative Disorder|Degenerative Conditions, Neurologic|Neurodegenerative Disease|Degenerative Diseases, Nervous System|Neurologic Degenerative Disease|Degenerative Diseases, Spinal Cord|Neurologic Degenerative Diseases|Degenerative Diseases, Central Nervous System|Degenerative Neurologic Diseases|Neurologic Disorder, Degenerative",http://purl.bioontology.org/ontology/MESH/D009422,C0270715|C0751733|C0524851,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T372197|T372205|T372198|T372202|T372204|T372199|T372195|T058371|T372200|T372203|T372201|T372196,D019636
45,Neuroaxonal Dystrophies,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D019150,T047,"Dystrophy, Infantile Neuroaxonal|Dystrophy, Adult Neuroaxonal|Juvenile Neuroaxonal Dystrophy|Seitelberger Disease|Neurodegeneration, PLA2G6 Associated|NBIA, PLA2G6-Related|NBIA2A|Neuroaxonal Dystrophy, Infantile|Disease, Seitelberger's|Neuroaxonal Dystrophy|Dystrophy, Neuroaxonal|Late Infantile Neuroaxonal Dystrophy|Adult Neuroaxonal Dystrophy|Neurodegeneration, PLA2G6-Associated|PLA2G6-Related NBIA|Neuroaxonal Dystrophy, Late Infantile|Neuroaxonal Dystrophy, Juvenile|NBIA, PLA2G6 Related|Neurodegeneration With Brain Iron Accumulation 2A|PLA2G6-Associated Neurodegeneration|Seitelberger's Disease|Seitelbergers Disease|Neuroaxonal Dystrophy, Adult|Infantile Neuroaxonal Dystrophy|Dystrophy, Juvenile Neuroaxonal|Disease, Seitelberger",http://purl.bioontology.org/ontology/MESH/D001927,C0270724|C0751718|C0338473|C0751716|C0751717,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T369678|T369681|T057121|T844256|T057119|T369680|T369682|T823043|T844255|T844254|T057122|T057120|T369679|T812249|T369677,D019150
