,Gene name,Gene type,Gene description
268,,lncRNA,"novel transcript, sense intronic with DNAJA3"
269,LHX1-DT,lncRNA,LHX1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53778]
270,,lncRNA,"novel transcript, antisense to PDXDC1"
271,GLIS2-AS1,lncRNA,GLIS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51381]
272,NF1P2,lncRNA,neurofibromin 1 pseudogene 2 [Source:NCBI gene (formerly Entrezgene);Acc:440225]
273,SAPCD1-AS1,lncRNA,SAPCD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39824]
274,TTTY12,lncRNA,"testis-specific transcript, Y-linked 12 [Source:HGNC Symbol;Acc:HGNC:18493]"
275,TTTY7B,lncRNA,"testis-specific transcript, Y-linked 7B [Source:HGNC Symbol;Acc:HGNC:37463]"
276,TTTY6,lncRNA,"testis-specific transcript, Y-linked 6 [Source:HGNC Symbol;Acc:HGNC:16483]"
277,TTTY23,lncRNA,"testis-specific transcript, Y-linked 23 [Source:HGNC Symbol;Acc:HGNC:18847]"
278,TTTY7,lncRNA,"testis-specific transcript, Y-linked 7 [Source:HGNC Symbol;Acc:HGNC:18488]"
279,MIR1976,miRNA,microRNA 1976 [Source:HGNC Symbol;Acc:HGNC:37064]
280,RN7SL679P,misc_RNA,"RNA, 7SL, cytoplasmic 679, pseudogene [Source:HGNC Symbol;Acc:HGNC:46695]"
281,RNU7-29P,snRNA,"RNA, U7 small nuclear 29 pseudogene [Source:HGNC Symbol;Acc:HGNC:34125]"
282,LINC00279,lncRNA,long intergenic non-protein coding RNA 279 [Source:HGNC Symbol;Acc:HGNC:38724]
283,TTTY2B,lncRNA,"testis-specific transcript, Y-linked 2B [Source:HGNC Symbol;Acc:HGNC:37982]"
284,TTTY21,lncRNA,"testis-specific transcript, Y-linked 21 [Source:HGNC Symbol;Acc:HGNC:18845]"
285,SERTAD4-AS1,lncRNA,SERTAD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32019]
286,LENG8-AS1,lncRNA,LENG8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40705]
287,TTTY1B,lncRNA,"testis-specific transcript, Y-linked 1B [Source:HGNC Symbol;Acc:HGNC:37981]"
288,,lncRNA,"novel transcript, antisense to HHAT"
289,RNU5A-8P,snRNA,"RNA, U5A small nuclear 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:42530]"
290,TTTY8B,lncRNA,"testis-specific transcript, Y-linked 8B [Source:HGNC Symbol;Acc:HGNC:37622]"
291,TTTY2,lncRNA,"testis-specific transcript, Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:14023]"
292,TTTY18,lncRNA,"testis-specific transcript, Y-linked 18 [Source:HGNC Symbol;Acc:HGNC:18842]"
293,COPDA1,lncRNA,chronic obstructive pulmonary disease associated lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:53171]
294,,lncRNA,"novel transcript, antisense to USP9Y"
295,FAM224B,lncRNA,family with sequence similarity 224 member B [Source:HGNC Symbol;Acc:HGNC:37737]
296,TTTY1,lncRNA,"testis-specific transcript, Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:14022]"
297,TTTY8,lncRNA,"testis-specific transcript, Y-linked 8 [Source:HGNC Symbol;Acc:HGNC:18489]"
298,TTTY19,lncRNA,"testis-specific transcript, Y-linked 19 [Source:HGNC Symbol;Acc:HGNC:18843]"
299,TTTY4,lncRNA,"testis-specific transcript, Y-linked 4 [Source:HGNC Symbol;Acc:HGNC:16481]"
300,TTTY22,lncRNA,"testis-specific transcript, Y-linked 22 [Source:HGNC Symbol;Acc:HGNC:18846]"
301,FAM30A,lncRNA,family with sequence similarity 30 member A [Source:HGNC Symbol;Acc:HGNC:19955]
302,ADAM6,lncRNA,ADAM metallopeptidase domain 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:213]
303,,lncRNA,IQ motif and ankyrin repeat containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:642574]
304,TTTY17A,lncRNA,"testis-specific transcript, Y-linked 17A [Source:HGNC Symbol;Acc:HGNC:18841]"
305,FAM41AY1,lncRNA,"family with sequence similarity 41 member A, Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:23955]"
306,TTTY6B,lncRNA,"testis-specific transcript, Y-linked 6B [Source:HGNC Symbol;Acc:HGNC:31887]"
307,LINC00280,lncRNA,long intergenic non-protein coding RNA 280 [Source:HGNC Symbol;Acc:HGNC:38803]
308,TTTY21B,lncRNA,"testis-specific transcript, Y-linked 21B [Source:HGNC Symbol;Acc:HGNC:37980]"
309,TTTY5,lncRNA,"testis-specific transcript, Y-linked 5 [Source:HGNC Symbol;Acc:HGNC:16482]"
310,TTTY10,lncRNA,"testis-specific transcript, Y-linked 10 [Source:HGNC Symbol;Acc:HGNC:18491]"
311,RNU6-303P,snRNA,"RNA, U6 small nuclear 303, pseudogene [Source:HGNC Symbol;Acc:HGNC:47266]"
312,RNA5SP518,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 518 [Source:HGNC Symbol;Acc:HGNC:43418]"
313,RN7SL702P,misc_RNA,"RNA, 7SL, cytoplasmic 702, pseudogene [Source:HGNC Symbol;Acc:HGNC:46718]"
314,RNA5SP520,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 520 [Source:HGNC Symbol;Acc:HGNC:43420]"
315,RNA5SP521,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 521 [Source:HGNC Symbol;Acc:HGNC:43421]"
316,RNU6-109P,snRNA,"RNA, U6 small nuclear 109, pseudogene [Source:HGNC Symbol;Acc:HGNC:47072]"
317,RNA5-8SP6,rRNA_pseudogene,"RNA, 5.8S ribosomal pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:41960]"
318,RNA5SP519,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 519 [Source:HGNC Symbol;Acc:HGNC:43419]"
319,RNU6-184P,snRNA,"RNA, U6 small nuclear 184, pseudogene [Source:HGNC Symbol;Acc:HGNC:47147]"
320,RNU1-41P,snRNA,"RNA, U1 small nuclear 41, pseudogene [Source:HGNC Symbol;Acc:HGNC:48383]"
321,RNU6-255P,snRNA,"RNA, U6 small nuclear 255, pseudogene [Source:HGNC Symbol;Acc:HGNC:47218]"
322,RNU1-128P,snRNA,"RNA, U1 small nuclear 128, pseudogene [Source:HGNC Symbol;Acc:HGNC:48470]"
323,RNU1-95P,snRNA,"RNA, U1 small nuclear 95, pseudogene [Source:HGNC Symbol;Acc:HGNC:48437]"
324,FAM224A,lncRNA,family with sequence similarity 224 member A [Source:HGNC Symbol;Acc:HGNC:37736]
325,RN7SL32P,misc_RNA,"RNA, 7SL, cytoplasmic 32, pseudogene [Source:HGNC Symbol;Acc:HGNC:46048]"
326,RNA5SP522,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 522 [Source:HGNC Symbol;Acc:HGNC:43422]"
327,RNA5SP523,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 523 [Source:HGNC Symbol;Acc:HGNC:43423]"
328,FAM41AY2,lncRNA,"family with sequence similarity 41 member A, Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:37135]"
329,RNU1-48P,snRNA,"RNA, U1 small nuclear 48, pseudogene [Source:HGNC Symbol;Acc:HGNC:48390]"
330,TTTY9B,lncRNA,"testis-specific transcript, Y-linked 9B [Source:HGNC Symbol;Acc:HGNC:32425]"
331,TTTY14,lncRNA,"testis-specific transcript, Y-linked 14 [Source:HGNC Symbol;Acc:HGNC:18495]"
332,,lncRNA,"novel transcript, antisense to KDM5D"
333,MAP3K14,lncRNA,mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]
334,LINC02210,lncRNA,long intergenic non-protein coding RNA 2210 [Source:HGNC Symbol;Acc:HGNC:26327]
335,RN7SKP175,misc_RNA,RN7SK pseudogene 175 [Source:HGNC Symbol;Acc:HGNC:45899]
336,,lncRNA,"novel transcript, antisense to SRCIN1"
337,,lncRNA,"novel transcript, sense to NDE1"
338,,lncRNA,"novel transcript, antisense to NOMO3"
339,TWSG1-DT,lncRNA,TWSG1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55329]
340,LINC01892,lncRNA,long intergenic non-protein coding RNA 1892 [Source:HGNC Symbol;Acc:HGNC:52711]
341,ARHGAP28-AS1,lncRNA,ARHGAP28 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55320]
342,,lncRNA,"novel transcript, antisense to EPB41L3"
343,LINC01928,lncRNA,long intergenic non-protein coding RNA 1928 [Source:HGNC Symbol;Acc:HGNC:52750]
344,,lncRNA,"novel transcript, antisense to PTPRM"
345,LINC00526,lncRNA,long intergenic non-protein coding RNA 526 [Source:HGNC Symbol;Acc:HGNC:28278]
346,,lncRNA,"novel transcript, antisense to C16orf63"
347,,lncRNA,"novel transcript, antisense to a novel member of the nuclear pore complex interacting protein-like NPIPL gene family"
348,,lncRNA,"novel transcript, sense intronic to novel transcript"
349,LINC01665,lncRNA,long intergenic non-protein coding RNA 1665 [Source:HGNC Symbol;Acc:HGNC:52453]
350,,lncRNA,"novel transcript, antisense to RRN3 and a novel protein similar to nuclear pore complex interacting protein"
351,RN7SKP282,misc_RNA,RN7SK pseudogene 282 [Source:HGNC Symbol;Acc:HGNC:46006]
352,RNU6-941P,snRNA,"RNA, U6 small nuclear 941, pseudogene [Source:HGNC Symbol;Acc:HGNC:47904]"
353,RNU6-521P,snRNA,"RNA, U6 small nuclear 521, pseudogene [Source:HGNC Symbol;Acc:HGNC:47484]"
354,,lncRNA,"novel transcript, sense intronic to TBL1Y"
355,LINC00470,lncRNA,long intergenic non-protein coding RNA 470 [Source:HGNC Symbol;Acc:HGNC:1225]
356,TTTY4C,lncRNA,"testis-specific transcript, Y-linked 4C [Source:HGNC Symbol;Acc:HGNC:31892]"
357,SCARNA5,scaRNA,small Cajal body-specific RNA 5 [Source:HGNC Symbol;Acc:HGNC:32561]
358,SCARNA6,scaRNA,small Cajal body-specific RNA 6 [Source:HGNC Symbol;Acc:HGNC:32562]
359,,lncRNA,"novel transcript, antisense to CABLES1"
360,,lncRNA,"novel transcript, antisense to TTC39C"
361,,lncRNA,"novel transcript, sense intronic to PTPRM"
362,,lncRNA,"novel transcript, sense intronic to ANKRD12"
363,,lncRNA,"novel transcript, antisense IMPA2"
364,,lncRNA,"novel transcript, antisense to KIAA1328"
365,LINC01254,lncRNA,long intergenic non-protein coding RNA 1254 [Source:HGNC Symbol;Acc:HGNC:49870]
366,,lncRNA,"novel transcript, antisense to C18orf42"
367,,lncRNA,"novel transcript, antisense to RBBP8"
368,PRPF31-AS1,lncRNA,PRPF31 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40700]
369,,lncRNA,"novel transcript, antisense to DGKD"
370,PPP4R1-AS1,lncRNA,PPP4R1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51112]
371,,lncRNA,"novel transcript, antisense to ZNF521"
372,,lncRNA,"novel transcript, sense intronic to RALBP1"
373,RNU6-1334P,snRNA,"RNA, U6 small nuclear 1334, pseudogene [Source:HGNC Symbol;Acc:HGNC:48297]"
374,,lncRNA,"novel transcript, sense intronic to TAF4B"
375,LINC01478,lncRNA,long intergenic non-protein coding RNA 1478 [Source:HGNC Symbol;Acc:HGNC:51121]
376,,lncRNA,"novel transcript, antisense to ABCC6"
377,HCG9,lncRNA,HLA complex group 9 [Source:HGNC Symbol;Acc:HGNC:21243]
378,LINC01543,lncRNA,long intergenic non-protein coding RNA 1543 [Source:HGNC Symbol;Acc:HGNC:51310]
379,ZFY-AS1,lncRNA,ZFY antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:38798]
380,,lncRNA,"novel transcript, sense intronic to KCTD1"
381,,lncRNA,"novel transcript, antisense to ARHGAP28"
382,,lncRNA,"novel transcript, antisense to OSBPL1A"
383,AQP4-AS1,lncRNA,AQP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26399]
384,,lncRNA,"novel transcript, sense intronic to C17orf78"
385,,lncRNA,"novel transcript, sense intronic AATF"
386,,lncRNA,"novel transcript, sense overlapping OR5P2, OR5P3 and OR5P1P"
387,RNU6-943P,snRNA,"RNA, U6 small nuclear 943, pseudogene [Source:HGNC Symbol;Acc:HGNC:47906]"
388,CENATAC-DT,lncRNA,CENATAC divergent transcript [Source:HGNC Symbol;Acc:HGNC:54215]
389,,lncRNA,"novel transcript, antisense to CCDC84"
390,LIF-AS1,lncRNA,LIF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53473]
391,MYO18B-AS1,lncRNA,MYO18B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40831]
392,LINC01422,lncRNA,long intergenic non-protein coding RNA 1422 [Source:HGNC Symbol;Acc:HGNC:50728]
393,CASC20,lncRNA,cancer susceptibility 20 [Source:HGNC Symbol;Acc:HGNC:49477]
394,PLCB1-IT1,lncRNA,PLCB1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41414]
395,LINC02958,lncRNA,long intergenic non-protein coding RNA 2958 [Source:HGNC Symbol;Acc:HGNC:55981]
396,,miRNA,
397,,lncRNA,"novel transcript, antisense to HYOU1"
398,ZNRF3-IT1,lncRNA,ZNRF3 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41440]
399,,lncRNA,"novel transcript, antisense to STK35"
400,,lncRNA,"novel transcript, antisense to SIRPA"
401,,lncRNA,"novel transcript, antisense to SNRPB2"
402,LINC01706,lncRNA,long intergenic non-protein coding RNA 1706 [Source:HGNC Symbol;Acc:HGNC:52494]
403,,lncRNA,"novel transcript, antisense to PCGF2"
404,SNORA70,snoRNA,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]
405,LINC01428,lncRNA,long intergenic non-protein coding RNA 1428 [Source:HGNC Symbol;Acc:HGNC:50738]
406,SIRPG-AS1,lncRNA,SIRPG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51229]
407,LINC01713,lncRNA,long intergenic non-protein coding RNA 1713 [Source:HGNC Symbol;Acc:HGNC:52500]
408,BTBD3-AS1,lncRNA,BTBD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40728]
409,IDH3B-DT,lncRNA,IDH3B divergent transcript [Source:HGNC Symbol;Acc:HGNC:55798]
410,,lncRNA,putative novel transcript.
411,OR12D3,lncRNA,olfactory receptor family 12 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:13963]
412,SCP2D1-AS1,lncRNA,SCP2D1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16210]
413,MIATNB,lncRNA,MIAT neighbor [Source:HGNC Symbol;Acc:HGNC:50731]
414,,lncRNA,"novel transcript, antisense to GATA6"
415,LINC02558,lncRNA,long intergenic non-protein coding RNA 2558 [Source:HGNC Symbol;Acc:HGNC:53597]
416,C4B,lncRNA,complement C4B (Chido blood group) [Source:HGNC Symbol;Acc:HGNC:1324]
417,HCG24,lncRNA,HLA complex group 24 [Source:HGNC Symbol;Acc:HGNC:23500]
418,TTTY20,lncRNA,"testis-specific transcript, Y-linked 20 [Source:HGNC Symbol;Acc:HGNC:18844]"
419,VPS11-DT,lncRNA,VPS11 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55227]
420,,lncRNA,"novel transcript, antisense TADA2A"
421,RN7SL274P,misc_RNA,"RNA, 7SL, cytoplasmic 274, pseudogene [Source:HGNC Symbol;Acc:HGNC:46290]"
422,FAM197Y7,lncRNA,family with sequence similarity 197 Y-linked member 7 [Source:HGNC Symbol;Acc:HGNC:37469]
423,U7,snRNA,U7 small nuclear RNA [Source:RFAM;Acc:RF00066]
424,FAM197Y6,lncRNA,family with sequence similarity 197 Y-linked member 6 [Source:HGNC Symbol;Acc:HGNC:37468]
425,,lncRNA,"novel transcript, antisense to NKX2-4"
426,ABCC6P2,lncRNA,ATP binding cassette subfamily C member 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33353]
427,NLGN4Y-AS1,lncRNA,NLGN4Y antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:38793]
428,NKX2-2-AS1,lncRNA,NKX2-2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37154]
429,,lncRNA,"novel transcript, antisense to SCMH1"
430,SCMH1-DT,lncRNA,SCMH1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55675]
431,LINC01752,lncRNA,long intergenic non-protein coding RNA 1752 [Source:HGNC Symbol;Acc:HGNC:52540]
432,FOXO6-AS1,lncRNA,FOXO6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41066]
433,LINC01432,lncRNA,long intergenic non-protein coding RNA 1432 [Source:HGNC Symbol;Acc:HGNC:50745]
434,C4B-AS1,lncRNA,C4B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39752]
435,,lncRNA,"novel transcript, antisense to OR11H12"
436,LINC01751,lncRNA,long intergenic non-protein coding RNA 1751 [Source:HGNC Symbol;Acc:HGNC:52539]
437,LINC00278,lncRNA,long intergenic non-protein coding RNA 278 [Source:HGNC Symbol;Acc:HGNC:38712]
438,,lncRNA,"novel transcript, antisense to PCSK2"
439,RNU1-40P,snRNA,"RNA, U1 small nuclear 40, pseudogene [Source:HGNC Symbol;Acc:HGNC:48382]"
440,RNU6-1314P,snRNA,"RNA, U6 small nuclear 1314, pseudogene [Source:HGNC Symbol;Acc:HGNC:48277]"
441,FAM230C,lncRNA,family with sequence similarity 230 member C [Source:HGNC Symbol;Acc:HGNC:24482]
442,,lncRNA,"novel transcript, antisense to DUPD1"
443,PRORY,lncRNA,PRORY Y-linked lncRNA [Source:HGNC Symbol;Acc:HGNC:38732]
444,TTTY13,lncRNA,"testis-specific transcript, Y-linked 13 [Source:HGNC Symbol;Acc:HGNC:18494]"
445,LRIG2-DT,lncRNA,LRIG2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54312]
446,RNU1-97P,snRNA,"RNA, U1 small nuclear 97, pseudogene [Source:HGNC Symbol;Acc:HGNC:48439]"
447,RNU2-57P,snRNA,"RNA, U2 small nuclear 57, pseudogene [Source:HGNC Symbol;Acc:HGNC:48550]"
448,,lncRNA,"novel transcript, antisense to LAMA1"
449,NALCN-AS1,lncRNA,NALCN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42743]
450,LINC00411,lncRNA,long intergenic non-protein coding RNA 411 [Source:HGNC Symbol;Acc:HGNC:42744]
451,TTC39C-AS1,lncRNA,TTC39C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51321]
452,LINC02985,lncRNA,long intergenic non-protein coding RNA 2985 [Source:HGNC Symbol;Acc:HGNC:56073]
453,,lncRNA,"novel transcript, antisense to SNX6"
454,ARHGAP5-AS1,lncRNA,ARHGAP5 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:20279]
455,TTTY3B,lncRNA,"testis-specific transcript, Y-linked 3B [Source:HGNC Symbol;Acc:HGNC:31888]"
456,RNU1-86P,snRNA,"RNA, U1 small nuclear 86, pseudogene [Source:HGNC Symbol;Acc:HGNC:48428]"
457,LINC02293,lncRNA,long intergenic non-protein coding RNA 2293 [Source:HGNC Symbol;Acc:HGNC:53209]
458,LINC01722,lncRNA,long intergenic non-protein coding RNA 1722 [Source:HGNC Symbol;Acc:HGNC:52510]
459,G2E3-AS1,lncRNA,G2E3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53463]
460,CSPG4P2Y,lncRNA,CSPG4 pseudogene 2 Y-linked [Source:HGNC Symbol;Acc:HGNC:32424]
461,RN7SL818P,misc_RNA,"RNA, 7SL, cytoplasmic 818, pseudogene [Source:HGNC Symbol;Acc:HGNC:46834]"
462,NUBPL-DT,lncRNA,NUBPL divergent transcript [Source:HGNC Symbol;Acc:HGNC:55483]
463,TTTY17B,lncRNA,"testis-specific transcript, Y-linked 17B [Source:HGNC Symbol;Acc:HGNC:31889]"
464,LINC02294,lncRNA,long intergenic non-protein coding RNA 2294 [Source:HGNC Symbol;Acc:HGNC:53210]
465,TTTY4B,lncRNA,"testis-specific transcript, Y-linked 4B [Source:HGNC Symbol;Acc:HGNC:31891]"
466,HEATR5A-DT,lncRNA,HEATR5A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55552]
467,TTTY17C,lncRNA,"testis-specific transcript, Y-linked 17C [Source:HGNC Symbol;Acc:HGNC:31890]"
468,SEPTIN14P23,lncRNA,septin 14 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:51709]
469,RN7SL725P,misc_RNA,"RNA, 7SL, cytoplasmic 725, pseudogene [Source:HGNC Symbol;Acc:HGNC:46741]"
470,CSPG4P1Y,lncRNA,CSPG4 pseudogene 1 Y-linked [Source:HGNC Symbol;Acc:HGNC:16478]
471,RNU1-107P,snRNA,"RNA, U1 small nuclear 107, pseudogene [Source:HGNC Symbol;Acc:HGNC:48449]"
472,TTTY3,lncRNA,"testis-specific transcript, Y-linked 3 [Source:HGNC Symbol;Acc:HGNC:16480]"
473,,lncRNA,"novel transcript, antisense to FHOD3"
474,LINC02277,lncRNA,long intergenic non-protein coding RNA 2277 [Source:HGNC Symbol;Acc:HGNC:53193]
475,ZBTB7C-AS1,lncRNA,ZBTB7C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55846]
476,PDYN-AS1,lncRNA,PDYN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53462]
477,,lncRNA,"novel transcript, sense intronic to MOCOS"
478,,lncRNA,"novel transcript, sense intronic to RAB27B"
479,,lncRNA,"novel transcript, antisense TBC1D3B"
480,,lncRNA,"novel transcript, antisense to MTMR3"
481,MIR6719,miRNA,microRNA 6719 [Source:HGNC Symbol;Acc:HGNC:50012]
482,,lncRNA,"novel transcript, antisense to SYNDIG1"
483,LINC00645,lncRNA,long intergenic non-protein coding RNA 645 [Source:HGNC Symbol;Acc:HGNC:44299]
484,,lncRNA,"novel transcript, antisense to STXBP6"
485,,lncRNA,"novel transcript, antisense to NUBPL"
486,LINC01597,lncRNA,long intergenic non-protein coding RNA 1597 [Source:HGNC Symbol;Acc:HGNC:51594]
487,ZKSCAN7-AS1,lncRNA,ZKSCAN7 ZNF cluster antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53964]
488,,lncRNA,"novel transcript, antisense to TNKS"
489,ISM1-AS1,lncRNA,ISM1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44313]
490,,lncRNA,"novel transcript, similar to YY1 associated myogenesis RNA 1 YAM1"
491,C21orf91-OT1,lncRNA,C21orf91 overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:16729]
492,FAM197Y5,lncRNA,family with sequence similarity 197 Y-linked member 5 [Source:HGNC Symbol;Acc:HGNC:37467]
493,MIR548XHG,lncRNA,MIR548X host gene [Source:HGNC Symbol;Acc:HGNC:52006]
494,RBMY2FP,lncRNA,"RNA binding motif protein Y-linked family 2 member F, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:159162]"
495,TTTY23B,lncRNA,"testis-specific transcript, Y-linked 23B [Source:HGNC Symbol;Acc:HGNC:37983]"
496,CHODL-AS1,lncRNA,CHODL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1279]
497,FAM197Y4,lncRNA,family with sequence similarity 197 Y-linked member 4 [Source:HGNC Symbol;Acc:HGNC:37466]
498,D21S2088E,lncRNA,D21S2088E [Source:NCBI gene (formerly Entrezgene);Acc:266917]
499,,lncRNA,"novel transcript, antisense to KIAA1012"
500,HORMAD2-AS1,lncRNA,HORMAD2 and MTMR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50729]
501,TTTY11,lncRNA,"testis-specific transcript, Y-linked 11 [Source:HGNC Symbol;Acc:HGNC:18492]"
502,,lncRNA,"novel transcript, antisense to MPPE1"
503,,lncRNA,"novel transcript, overlapping to MSRA"
504,FAM197Y9,lncRNA,family with sequence similarity 197 Y-linked member 9 [Source:HGNC Symbol;Acc:HGNC:37477]
505,FAM197Y3,lncRNA,family with sequence similarity 197 Y-linked member 3 [Source:HGNC Symbol;Acc:HGNC:37465]
506,TTTY9A,lncRNA,"testis-specific transcript, Y-linked 9A [Source:HGNC Symbol;Acc:HGNC:18490]"
507,SNORD32B,snoRNA,"small nucleolar RNA, C/D box 32B [Source:HGNC Symbol;Acc:HGNC:32719]"
508,LINC00648,lncRNA,long intergenic non-protein coding RNA 648 [Source:HGNC Symbol;Acc:HGNC:44302]
509,XKRY,lncRNA,"XK related, Y-linked [Source:NCBI gene (formerly Entrezgene);Acc:9082]"
510,XKRY2,lncRNA,"XK related, Y-linked 2 [Source:NCBI gene (formerly Entrezgene);Acc:353515]"
511,SNORD117,snoRNA,"small nucleolar RNA, C/D box 117 [Source:HGNC Symbol;Acc:HGNC:32742]"
512,SNORD48,snoRNA,"small nucleolar RNA, C/D box 48 [Source:HGNC Symbol;Acc:HGNC:10188]"
513,SNORD52,snoRNA,"small nucleolar RNA, C/D box 52 [Source:HGNC Symbol;Acc:HGNC:10202]"
514,XGY2,lncRNA,"XG pseudogene, Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:34022]"
515,ZNF197-AS1,lncRNA,ZNF197 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40620]
516,,lncRNA,"novel transcript, antisense AATF"
517,LINC02286,lncRNA,long intergenic non-protein coding RNA 2286 [Source:HGNC Symbol;Acc:HGNC:53203]
518,LINC02315,lncRNA,long intergenic non-protein coding RNA 2315 [Source:HGNC Symbol;Acc:HGNC:53234]
519,LINC02307,lncRNA,long intergenic non-protein coding RNA 2307 [Source:HGNC Symbol;Acc:HGNC:53226]
520,LINC02313,lncRNA,long intergenic non-protein coding RNA 2313 [Source:HGNC Symbol;Acc:HGNC:53232]
521,LRFN5-DT,lncRNA,LRFN5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55444]
522,GOLGA2P2Y,lncRNA,GOLGA2 pseudogene 2 Y-linked [Source:HGNC Symbol;Acc:HGNC:16479]
523,BCORP1,lncRNA,BCL6 corepressor pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:286554]
524,LINC01784,lncRNA,long intergenic non-protein coding RNA 1784 [Source:HGNC Symbol;Acc:HGNC:52574]
525,TXLNGY,lncRNA,"taxilin gamma pseudogene, Y-linked [Source:NCBI gene (formerly Entrezgene);Acc:246126]"
526,DUXAP8,lncRNA,double homeobox A pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:32187]
527,LINC02559,lncRNA,long intergenic non-protein coding RNA 2559 [Source:HGNC Symbol;Acc:HGNC:53598]
528,LIF-AS2,lncRNA,LIF antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:28298]
529,,lncRNA,"novel transcript, antisense to TRIOBP"
530,LINC01723,lncRNA,long intergenic non-protein coding RNA 1723 [Source:HGNC Symbol;Acc:HGNC:52511]
531,SYN3-AS1,lncRNA,SYN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40569]
532,FAM182A,lncRNA,family with sequence similarity 182 member A [Source:HGNC Symbol;Acc:HGNC:16222]
533,RNU6-1072P,snRNA,"RNA, U6 small nuclear 1072, pseudogene [Source:HGNC Symbol;Acc:HGNC:48035]"
534,,lncRNA,"novel transcript, antisense to PSD3"
535,LINC01687,lncRNA,long intergenic non-protein coding RNA 1687 [Source:HGNC Symbol;Acc:HGNC:52474]
536,LINC01387,lncRNA,long intergenic non-protein coding RNA 1387 [Source:HGNC Symbol;Acc:HGNC:44660]
