gwas_trait,mesh,similarity
Tinnitus in cisplatin-treated testicular cancer,Familial Hypophosphatemic Rickets,0.8393916487693787
Concussion,Heart Injuries,0.8474296927452087
Neutrophil count,Eosinophils,0.8809757828712463
Serum metabolite levels,Basal Metabolism,0.8880293965339661
Restless legs syndrome in migraine without aura,Migraine Disorders,0.8862981796264648
Restless legs syndrome in migraine,Migraine Disorders,0.8865554928779602
Long QT syndrome,"Ventricular Dysfunction, Right",0.8381879925727844
Verbal aggression in schizophrenia,Impulsive Behavior,0.8489035367965698
Atopic dermatitis,Alcoholic Neuropathy,0.86378014087677
Neutrophil percentage of white cells,"Macrophages, Peritoneal",0.8732025027275085
Autoimmune traits,Immunotherapy,0.8691450953483582
Plateletcrit,Platelet Function Tests,0.8720239996910095
Clozapine-to-N-desmethylclozapine metabolic ratio in schizophrenia,"Desensitization, Psychologic",0.8374561667442322
Breast cancer,Steatorrhea,0.8475327491760254
"Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)","Osteoporosis, Postmenopausal",0.8243378400802612
Myeloid clonal hematopoiesis,Plasmablastic Lymphoma,0.8763251900672913
Periventricular white matter hyperintensities,Intracranial Hypertension,0.8245674967765808
Leprosy,Steatorrhea,0.833524227142334
Cerebrospinal fluid t-tau:AB1-42 ratio,Cerebral Angiography,0.8434204459190369
Deep white matter hyperintensities,Neurogenic Inflammation,0.8095360994338989
High myopia,Prediabetic State,0.8340474963188171
Gestational insulin sensitivity,Gestational Weight Gain,0.9019930958747864
Electrocardiographic traits (multivariate),Electrocardiography,0.898701012134552
Reticulocyte count,"Anemia, Macrocytic",0.892861008644104
Multisite chronic pain,Comprehensive Health Care,0.8272875547409058
Opioid overdose severity score,Alcoholic Neuropathy,0.8409345746040344
Alcohol consumption,Alcohol Drinking,0.9135681390762329
Reticulocyte fraction of red cells,"Anemia, Macrocytic",0.8629233837127686
Breast cancer (male),"Neoplasms, Plasma Cell",0.8569455742835999
Percentage of invited food questionnaires completed,Nutrition Surveys,0.8506103754043579
Acceptance of an invitation to wear a physical activity monitor,Attitude to Health,0.7931362986564636
Acceptance of an invitation to participate in a mental health questionnaire,Attitude to Health,0.8051103949546814
Completion of the aide-memoire,"Immunotherapy, Adoptive",0.8101354241371155
Participation in an health questionnaire (not invited vs invited),Nutrition Surveys,0.807161808013916
Corneal endothelial cell size variation coefficient,"Endothelium, Vascular",0.8778504133224487
Corneal endothelial cell shape (percentage of hexagonally shaped cells),"Endothelium, Vascular",0.8574393391609192
Cognitive impairment,Pulmonary Heart Disease,0.837084174156189
C-reactive protein levels,C-Reactive Protein,0.8433310389518738
Serum total cholesterol levels,"Cholesterol, HDL",0.9112984538078308
Emphysema annual change measurement in smokers (adjusted lung density),"Asthma, Exercise-Induced",0.8415163159370422
Emphysema annual change measurement in smokers (percent low attenuation area),"Creatine Kinase, MM Form",0.8392120003700256
Bitter alcoholic beverage consumption,Food Fussiness,0.8651973605155945
Glioma,Glucagonoma,0.8585131168365479
Bitter non-alcoholic beverage consumption,Food Fussiness,0.84889155626297
Coffee consumption,Coffee,0.8954218029975891
Tea consumption,Coffee,0.8987689018249512
Depression,Depression,1.0000001192092896
Resistant hypertension,Hypertension,0.9119541049003601
Adverse response to chemotherapy (amenorrhea) in breast cancer,"Osteoporosis, Postmenopausal",0.8463800549507141
Corneal endothelial cell density,Endothelial Cells,0.9002211689949036
Medial temporal lobe substructure volumes,Cortical Spreading Depression,0.8450966477394104
Glomerular filtration rate in diabetes,"Hypertension, Renal",0.8548274636268616
Ovarian cancer,"Adenoma, Liver Cell",0.8390565514564514
Psychological distress,"Stress, Psychological",0.853987991809845
Esophageal or stomach cancer,Gastroesophageal Reflux,0.8664883375167847
Testicular cancer,"Adenoma, Liver Cell",0.8409093022346497
Oral cavity and pharyngeal cancer,Gastrointestinal Absorption,0.8463622331619263
Thyroid cancer,Steatorrhea,0.8605466485023499
Lymphocytic leukemia,Plasmablastic Lymphoma,0.8701629638671875
Melanoma,Mastocytosis,0.870817244052887
Pancreatic cancer,Pancreas,0.9179683327674866
Kidney cancer,Pancreas,0.8500795960426331
Non-Hodgkin's lymphoma,Plasmablastic Lymphoma,0.8893237709999084
Cancer (pleiotropy),Steatorrhea,0.8536312580108643
Cervical cancer,"Osteoporosis, Postmenopausal",0.8231279850006104
Bladder cancer,Pulmonary Heart Disease,0.8367393612861633
Cancer (pleiotropy)(bidirectional),"Desensitization, Psychologic",0.8445742726325989
Lipoprotein (a) levels,"Lipoproteins, LDL",0.9230742454528809
Hepatitis C (spontaneous viral clearance),"Liver Diseases, Alcoholic",0.8725271224975586
Kawasaki disease,Rheumatic Heart Disease,0.8373942375183105
interferon-related traits,"Chemokines, CC",0.8662880063056946
Non-tuberculous mycobacterial pulmonary disease,Pulmonary Heart Disease,0.8560434579849243
Bioavailable testosterone levels,Intestinal Absorption,0.8347946405410767
Walking pace,Walking Speed,0.8821852207183838
Estradiol levels,Calcifediol,0.8745928406715393
Hypertension in type 2 diabetes,Hypertension,0.9112733006477356
Systemic lupus erythematosus,Plasmablastic Lymphoma,0.8222908973693848
Barrett's esophagus or esophageal adenocarcinoma x sex interaction (1df test),Gastroesophageal Reflux,0.8473478555679321
Barrett's esophagus or esophageal adenocarcinoma x sex interaction (2df test),Gastroesophageal Reflux,0.8503046631813049
Barrett's esophagus  or Esophageal adenocarcinoma,Gastroesophageal Reflux,0.881353497505188
Childhood asthma with severe exacerbations,"Asthma, Exercise-Induced",0.8741005659103394
Annualised percent change of cerebrospinal fluid AB1-42 levels,Cerebral Angiography,0.8476253747940063
Toxicity response to radiotherapy in prostate cancer (hematuria) (time to event),"Hemoglobinuria, Paroxysmal",0.8576741218566895
Depressive symptoms x dependent stressful life events interaction (1df test),"Anxiety, Separation",0.8464663624763489
Depressive symptoms x dependent stressful life events interaction (2df test),"Anxiety, Separation",0.8462863564491272
Depressive symptoms x independent stressful life events interaction (1df test),"Anxiety, Separation",0.8500346541404724
Neurological blood protein biomarker levels,Pregnancy-Associated Plasma Protein-A,0.8679088354110718
Reduced foot dorsiflexion strength in Charcot-Marie-Tooth disease type 1A,Hereditary Sensory and Motor Neuropathy,0.865236759185791
Fish intake frequency,Nutrition Policy,0.8894424438476562
Non-alcoholic fatty liver disease activity score in non-alcoholic fatty liver disease,Non-alcoholic Fatty Liver Disease,0.9124982953071594
Liver fibrosis in non-alcoholic fatty liver disease,Non-alcoholic Fatty Liver Disease,0.9195314645767212
Aspartate aminotransferase levels in non-alcoholic fatty liver disease,Non-alcoholic Fatty Liver Disease,0.8677724599838257
Alanine aminotransferase levels in non-alcoholic fatty liver disease,Non-alcoholic Fatty Liver Disease,0.8697728514671326
Substance use disorder,Alcohol Drinking,0.8600786328315735
Polycystic ovary syndrome,Polycystic Ovary Syndrome,0.9694011211395264
Type 2 diabetes nephropathy including microalbuminuria,Diabetic Nephropathies,0.9148871898651123
Anorexia nervosa,Anorexia Nervosa,0.9712160229682922
Attention deficit hyperactivity disorder,Impulsive Behavior,0.8376094698905945
Severe depressive disorders in coronary artery disease,Coronary Artery Disease,0.884567141532898
Varicose veins,Aspartame,0.8665283918380737
Coronary artery disease and HDL cholesterol levels (multivariate analysis),"Cholesterol, LDL",0.8891109824180603
Coronary artery disease and LDL cholesterol levels (multivariate analysis),"Cholesterol, LDL",0.896418035030365
Coronary artery disease and triglyceride levels (multivariate analysis),"Lipoproteins, LDL",0.882348358631134
Coronary artery disease and total cholesterol levels (multivariate analysis),"Cholesterol, LDL",0.8806615471839905
Thiopurine-induced early leukopenia in Crohn's disease,Bovine Virus Diarrhea-Mucosal Disease,0.8689265251159668
Anti-anoctamin 2 antibody levels,Insulin Antibodies,0.8979018926620483
Neuromyelitis optica,Sciatic Neuropathy,0.9064165353775024
Airway obstruction (FEV1/FVC<70%) in never smokers,"Asthma, Exercise-Induced",0.8504051566123962
Airway obstruction (FEV1/FVC<lower limit of normal) in never smokers,"Asthma, Exercise-Induced",0.8473645448684692
Glucosuria (moderate to severe),Hyperglycemia,0.8755224347114563
Urine pH measurement,Maple Syrup Urine Disease,0.829756498336792
Glucosuria (mild),Hyperglycemia,0.8926675319671631
Ketonuria,Steatorrhea,0.8915765285491943
Ketonuria (moderate to severe),Homocystinuria,0.8828750252723694
Low urine pH,Homocystinuria,0.8396279811859131
Proteinuria,Homocystinuria,0.8849154114723206
Proteinuria (moderate to severe),Homocystinuria,0.8725641965866089
Proteinuria (mild),Homocystinuria,0.8938434720039368
Hematuria,Steatorrhea,0.9012508988380432
Hematuria (moderate to severe),Homocystinuria,0.8729808330535889
Hematuria (mild),Homocystinuria,0.881268322467804
Ketonuria (mild),Homocystinuria,0.8995838761329651
Glucosuria,Hyperglycemia,0.9097706079483032
Nicotine dependence,Food Addiction,0.8572614192962646
same-sex sexual behaviour,Alcohol Drinking in College,0.7901173830032349
Amyloid status (abnormal vs normal),Serum Amyloid A Protein,0.8894833922386169
Central cerebrospinal fluid amyloid beta 42 to 40 ratio (abnormal vs normal),Serum Amyloid A Protein,0.8538054823875427
Amyloid pathology,Serum Amyloid A Protein,0.8802969455718994
Central cerebrospinal fluid amyloid beta 42 levels,Serum Amyloid A Protein,0.8473756909370422
Central cerebrospinal fluid amyloid beta 42 to 40 ratio,Serum Amyloid A Protein,0.8484247922897339
Order dimension in obsessive compulsive disorder,Bulimia Nervosa,0.8577560186386108
Negative urgency,Satiety Response,0.8246734738349915
Lack of perseverance,Steatorrhea,0.8326973915100098
Sensation seeking,Perception,0.8774833679199219
Impulsivity (attentional),Impulsive Behavior,0.9052603244781494
Impulsivity (motor),Impulsive Behavior,0.9078518748283386
Lack of premeditation,Vitamin B 12 Deficiency,0.8289707899093628
Positive urgency,Body Image,0.8277395367622375
Impulsivity (non-planning),Impulsive Behavior,0.9072052836418152
Drug experimentation measurement,Food Assistance,0.8575254678726196
Sweet beverage consumption,Soy Foods,0.8995198011398315
Sugar-sweetened beverage consumption,Dietary Sugars,0.8629915118217468
Artificially sweetened beverage consumption,Artificially Sweetened Beverages,0.8898785710334778
Pure non-grapefruit juice consumption,Soybean Oil,0.876837432384491
Bitter beverage consumption,Soy Foods,0.8753783106803894
Impulsivity,Impulsive Behavior,0.9318158030509949
Grapefruit juice consumption,Garlic,0.8855247497558594
Depressive symptoms x independent stressful life events interaction (2df test),"Anxiety, Separation",0.8509795665740967
Osteoarthritis of the hip or knee,Osteomalacia,0.8212373852729797
Osteoarthritis,Osteomalacia,0.8781662583351135
Osteoarthritis (hip),Osteomalacia,0.863975465297699
Knee osteoarthritis,Osteomalacia,0.8446539044380188
Sedentary behaviour duration,Sedentary Behavior,0.8916244506835938
Physical activity (walking duration),Walking Speed,0.8591958284378052
Physical activity (moderate intensity activity duration),Sedentary Behavior,0.8528777956962585
Physical activity (overall physical activity time),Sedentary Behavior,0.8634775876998901
Breakfast cereal skipping frequency,Yogurt,0.8421491384506226
Breakfast skipping,Satiety Response,0.8388853669166565
Mean corpuscular volume,"Anemia, Macrocytic",0.8137205243110657
Meningococcal C IgG concentrations post childhood immunization,Immunoglobulin Allotypes,0.8543255925178528
Meningococcal C functional antibody titers post childhood immunization,Bovine Virus Diarrhea-Mucosal Disease,0.8491278290748596
Fasting blood proinsulin levels,Hyperinsulinism,0.888403058052063
Insulinogenic index,Insulin Resistance,0.9106283187866211
Insulin disposition index,Insulin Resistance,0.8992271423339844
Proinsulin levels (late-phase conversion),Proinsulin,0.887161910533905
Proinsulin levels (early-phase conversion),Proinsulin,0.888178825378418
Acute post-radiotherapy pain in breast cancer,Postoperative Nausea and Vomiting,0.8453935980796814
Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention),Coronary Angiography,0.8821126818656921
Bone mineral density or leg lean mass (pleiotropy),Elder Nutritional Physiological Phenomena,0.8508740663528442
Leg lean mass,Body Mass Index,0.8637420535087585
Graves' disease,Celiac Disease,0.8696085810661316
Cerebral aneurysm,Cerebral Angiography,0.9083089828491211
Ischemic stroke,Ischemic Stroke,0.9621474146842957
Peripheral artery disease,Peripheral Vascular Diseases,0.9240322709083557
Male-pattern baldness,Steatorrhea,0.8318399786949158
Length of menstrual cycle,"Osteoporosis, Postmenopausal",0.827679455280304
Anorectal malformation,Mouth Abnormalities,0.855981171131134
Glaucoma (primary open-angle),Ocular Hypertension,0.8548123836517334
Platelet count,Blood Platelets,0.888096809387207
Colorectal cancer,"Adenoma, Liver Cell",0.8456206321716309
Esophageal cancer,Eosinophilic Esophagitis,0.8721441030502319
Arrhythmia,"Arrhythmias, Cardiac",0.9418705105781555
Cataracts,Hypertensive Retinopathy,0.8249328136444092
Cirrhosis,Liver Cirrhosis,0.9477297067642212
Keloid,"Mastocytosis, Cutaneous",0.8129139542579651
Osteoporosis,"Osteoporosis, Postmenopausal",0.9097100496292114
Myocardial infarction,Myocardial Infarction,0.9897388815879822
First fracture in long-term childhood cancer survivors (time to event),"Osteoporosis, Postmenopausal",0.8318295478820801
Iron status biomarkers (ferritin levels),Vitamin B 6 Deficiency,0.8654975891113281
Iron status biomarkers (total iron binding capacity),Vitamin B 12 Deficiency,0.8707945942878723
Iron status biomarkers (iron levels),Vitamin B 12 Deficiency,0.867995023727417
Iron status biomarkers (transferrin saturation),Vitamin B 6 Deficiency,0.8649501800537109
Interleukin-6 levels,Inflammation Mediators,0.8694879412651062
Carboplatin drug response (IC50),"Creatine Kinase, MM Form",0.8423987030982971
Cisplatin drug response (IC50),"Creatine Kinase, MM Form",0.8411818742752075
Differentiated thyroid cancer,"Adenoma, Liver Cell",0.8364745378494263
Glycated hemoglobin levels,Glycemic Index,0.9047942757606506
Celiac disease,Celiac Disease,0.9840189218521118
Cerebellum cortex volume change rate,Cerebral Angiography,0.874642550945282
Amygdala volume change rate,Alcoholic Neuropathy,0.8434619307518005
Cerebellum white matter volume change rate,Cerebral Angiography,0.8799976110458374
Caudate volume change rate,Steatorrhea,0.8589586615562439
Cerebral white matter volume change rate,Cerebral Angiography,0.8893076181411743
Thalamus volume change rate,Steatorrhea,0.8586211800575256
Total brain volume change rate,Gestational Weight Gain,0.832556962966919
Amygdala volume change rate x age interaction (1df),"Hemoglobinuria, Paroxysmal",0.8429468274116516
